season,batter,matches_played,avg_runs_last_5,avg_sr_last_5,career_avg_runs,runs
2018,A Mishra,49,8.2,160.2727272727273,6.938775510204081,1
2019,A Mishra,50,7.6,163.00000000000003,6.82,6
2019,A Mishra,51,7.0,164.33333333333334,6.803921568627451,8
2019,A Mishra,52,7.0,98.8787878787879,6.826923076923077,1
2019,A Mishra,53,4.6,79.54545454545458,6.716981132075472,6
2023,A Mishra,54,4.4,84.54545454545458,6.703703703703703,19
2013,A Mithun,5,6.4,121.07142857142858,6.4,2
2009/10,A Nehra,5,1.0,39.00000000000002,1.0,22
2012,A Nehra,6,5.2,56.50000000000002,4.5,2
2012,A Nehra,7,5.2,60.50000000000002,4.142857142857143,9
2013,A Nehra,8,7.0,83.00000000000003,4.75,0
2013,A Nehra,9,6.8,63.00000000000002,4.222222222222222,1
2013,A Nehra,10,6.8,62.00000000000002,3.9,0
2013,A Nehra,11,2.4,34.50000000000002,3.5454545454545454,0
2015,A Nehra,12,2.0,26.50000000000002,3.25,1
2015,A Nehra,13,0.4,9.000000000000023,3.076923076923077,0
2015,A Nehra,14,0.4,9.000000000000023,2.857142857142857,0
2015,A Nehra,15,0.2,5.000000000000023,2.6666666666666665,0
2016,A Nehra,16,0.2,5.000000000000023,2.5,1
2023,A Nortje,5,2.4,139.52380952380955,2.4,0
2023,A Nortje,6,1.8,79.52380952380955,2.0,5
2023,A Nortje,7,2.6,106.19047619047622,2.4285714285714284,23
2023,A Nortje,8,6.6,109.04761904761908,5.0,2
2023,A Nortje,9,6.8,126.19047619047619,4.666666666666667,3
2023,A Nortje,10,6.6,96.19047619047622,4.5,0
2024,A Nortje,11,6.6,96.19047619047622,4.090909090909091,4
2024,A Nortje,12,6.4,74.2857142857143,4.083333333333333,0
2024,A Raghuvanshi,5,23.6,136.90476190476193,23.6,13
2024,A Raghuvanshi,6,15.4,135.4761904761905,21.833333333333332,32
2009,A Symonds,5,50.2,139.13530593890033,50.2,41
2009,A Symonds,6,52.0,159.17772375438284,48.666666666666664,18
2009,A Symonds,7,53.2,168.40849298515204,44.285714285714285,25
2009,A Symonds,8,34.8,146.5866306369739,41.875,18
2009,A Symonds,9,26.4,135.33066879277678,39.22222222222222,24
2009,A Symonds,10,25.2,135.7517214243557,37.7,33
2009/10,A Symonds,11,23.6,131.52811893988365,37.27272727272727,5
