matchid,date,inning,batsman,batting_team,bowling_team,balls_faced,fours,sixes,dismissed,strike_rate,career_matches,career_avg_runs,career_strike_rate,form_runs_last_5,form_runs_last_10,form_sr_last_5,matches_vs_opponent,avg_runs_vs_opponent,is_first_innings,is_rookie,target_runs
548346,2012-04-29,1,a ashish reddy,sunrisers hyderabad,mumbai indians,10,0,1,1,100.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1,10
548352,2012-05-04,2,a ashish reddy,sunrisers hyderabad,chennai super kings,3,0,0,1,100.0,1,10.0,100.0,10.0,10.0,100.0,0,0.0,0,1,3
548359,2012-05-08,2,a ashish reddy,sunrisers hyderabad,punjab kings,8,1,0,1,100.0,2,6.5,100.0,6.5,6.5,100.0,0,0.0,0,1,8
548373,2012-05-18,2,a ashish reddy,sunrisers hyderabad,rajasthan royals,4,2,0,0,250.0,3,7.0,100.0,7.0,7.0,100.0,0,0.0,0,1,10
548376,2012-05-20,1,a ashish reddy,sunrisers hyderabad,royal challengers bangalore,3,0,0,0,133.33333333333331,4,7.75,124.0,7.75,7.75,137.5,0,0.0,1,1,4
598000,2013-04-05,1,a ashish reddy,sunrisers hyderabad,defunct_pune_warriors,4,1,0,0,175.0,5,7.0,125.0,7.0,7.0,136.66666666666666,0,0.0,1,0,7
598004,2013-04-07,2,a ashish reddy,sunrisers hyderabad,royal challengers bangalore,12,0,1,1,116.66666666666667,6,7.0,131.25,6.4,7.0,151.66666666666666,1,7.0,0,0,14
598048,2013-04-09,1,a ashish reddy,sunrisers hyderabad,royal challengers bangalore,3,0,0,1,66.66666666666666,7,8.0,127.27272727272727,8.6,8.0,155.0,2,9.0,1,0,2
598010,2013-04-12,2,a ashish reddy,sunrisers hyderabad,delhi capitals,9,2,0,1,177.77777777777777,8,7.25,123.40425531914893,7.4,7.25,148.33333333333331,0,0.0,0,0,16
598013,2013-04-14,2,a ashish reddy,sunrisers hyderabad,kolkata knight riders,5,0,0,1,80.0,9,8.222222222222221,132.14285714285714,8.6,8.222222222222221,133.88888888888886,0,0.0,0,0,4
598018,2013-04-17,1,a ashish reddy,sunrisers hyderabad,defunct_pune_warriors,14,0,1,0,128.57142857142858,10,7.8,127.86885245901641,8.6,7.8,123.22222222222221,1,4.0,1,0,18
598021,2013-04-19,2,a ashish reddy,sunrisers hyderabad,punjab kings,7,1,0,0,100.0,11,8.727272727272727,128.0,10.8,8.6,113.93650793650792,1,25.0,0,0,7
598030,2013-04-25,1,a ashish reddy,sunrisers hyderabad,chennai super kings,16,2,3,0,225.0,12,8.583333333333334,125.60975609756098,9.4,9.0,110.60317460317461,1,15.0,1,0,36
598032,2013-04-27,1,a ashish reddy,sunrisers hyderabad,rajasthan royals,11,1,0,1,127.27272727272727,13,10.692307692307692,141.83673469387753,16.2,11.8,142.26984126984127,1,39.0,1,0,14
598044,2013-05-04,2,a ashish reddy,sunrisers hyderabad,delhi capitals,5,1,0,0,100.0,14,10.928571428571429,140.36697247706422,15.8,12.2,132.1688311688312,1,24.0,0,0,5
829727,2015-04-16,1,a ashish reddy,sunrisers hyderabad,rajasthan royals,9,0,1,0,144.44444444444443,15,10.533333333333333,138.5964912280702,16.0,12.3,136.1688311688312,2,10.5,1,0,13
829731,2015-04-18,2,a ashish reddy,sunrisers hyderabad,delhi capitals,8,1,1,1,187.5,16,10.6875,139.02439024390242,15.0,12.9,139.34343434343432,2,18.5,0,0,15
829759,2015-04-27,1,a ashish reddy,sunrisers hyderabad,punjab kings,8,1,2,0,275.0,17,10.941176470588236,141.98473282442748,16.6,13.0,156.84343434343432,2,18.0,1,0,22
829773,2015-05-02,1,a ashish reddy,sunrisers hyderabad,chennai super kings,6,1,0,1,100.0,18,11.555555555555555,149.64028776978418,13.8,15.0,166.84343434343432,2,18.5,1,0,6
829815,2015-05-17,1,a ashish reddy,sunrisers hyderabad,mumbai indians,15,0,1,1,113.33333333333333,19,11.263157894736842,147.58620689655174,12.2,14.0,161.38888888888886,1,45.0,1,0,17
980907,2016-04-12,2,a ashish reddy,sunrisers hyderabad,royal challengers bangalore,18,2,3,1,177.77777777777777,20,11.55,144.375,14.6,15.3,164.05555555555554,3,9.0,0,0,32
980915,2016-04-16,1,a ashish reddy,sunrisers hyderabad,kolkata knight riders,7,0,0,1,100.0,21,12.523809523809524,147.75280898876403,18.4,16.7,170.72222222222223,1,52.0,1,0,7
980953,2016-04-30,1,a ashish reddy,sunrisers hyderabad,royal challengers bangalore,3,0,0,0,66.66666666666666,22,12.272727272727273,145.94594594594594,16.8,16.7,153.22222222222223,4,2.75,1,0,2
1304050,2022-03-28,1,a badoni,lucknow super giants,gujarat titans,41,4,3,1,131.70731707317074,0,0.0,144.6808510638298,15.5,14.555555555555555,122.77777777777779,0,0.0,1,1,54
1304053,2022-03-31,2,a badoni,lucknow super giants,chennai super kings,8,0,2,0,225.0,1,54.0,131.70731707317074,27.5,19.0,130.70460704607046,0,0.0,0,1,18
1304058,2022-04-04,1,a badoni,lucknow super giants,sunrisers hyderabad,11,3,0,0,172.72727272727272,2,36.0,146.9387755102041,27.75,20.444444444444443,158.62127371273712,0,0.0,1,1,19
1304061,2022-04-07,2,a badoni,lucknow super giants,delhi capitals,3,1,1,0,333.33333333333337,3,30.333333333333332,151.66666666666666,24.5,21.11111111111111,157.35864745011088,0,0.0,0,1,10
1304066,2022-04-10,2,a badoni,lucknow super giants,rajasthan royals,7,0,0,1,71.42857142857143,4,25.25,160.31746031746033,25.25,20.555555555555557,215.6919807834442,0,0.0,0,1,5
1304077,2022-04-19,2,a badoni,lucknow super giants,royal challengers bangalore,13,2,0,1,100.0,5,21.2,151.42857142857142,21.2,18.666666666666668,186.83929891246964,0,0.0,0,0,13
1304083,2022-04-24,1,a badoni,lucknow super giants,mumbai indians,10,0,1,1,120.0,6,19.833333333333332,143.3734939759036,13.0,19.444444444444443,180.4978354978355,0,0.0,1,0,12
1304088,2022-04-29,1,a badoni,lucknow super giants,punjab kings,4,0,0,1,100.0,7,18.714285714285715,140.86021505376345,11.8,18.88888888888889,159.4978354978355,0,0.0,1,0,4
1304099,2022-05-07,1,a badoni,lucknow super giants,kolkata knight riders,17,0,0,0,76.47058823529412,8,16.875,139.17525773195877,8.8,15.777777777777779,144.95238095238096,0,0.0,1,0,13
1304103,2022-05-10,2,a badoni,lucknow super giants,gujarat titans,10,1,0,1,80.0,9,16.444444444444443,129.82456140350877,9.4,16.444444444444443,93.5798319327731,1,13.0,0,0,8
1304109,2022-05-15,2,a badoni,lucknow super giants,rajasthan royals,1,0,0,1,0.0,10,15.6,125.80645161290323,10.0,15.6,95.29411764705881,1,62.0,0,0,0
1359477,2023-04-01,1,a badoni,lucknow super giants,delhi capitals,5,1,2,0,340.0,11,14.181818181818182,124.8,7.4,10.2,75.29411764705881,1,5.0,1,0,17
1359480,2023-04-03,2,a badoni,lucknow super giants,chennai super kings,15,0,0,1,120.0,12,14.416666666666666,133.07692307692307,8.4,10.1,119.29411764705883,1,27.0,0,0,18
1359489,2023-04-10,2,a badoni,lucknow super giants,royal challengers bangalore,24,4,0,1,125.0,13,14.692307692307692,131.72413793103448,11.2,10.0,123.29411764705883,1,36.0,0,0,30
1359495,2023-04-15,1,a badoni,lucknow super giants,punjab kings,4,0,0,0,50.0,14,15.785714285714286,130.76923076923077,14.6,12.0,133.0,1,43.0,1,0,2
1359500,2023-04-19,1,a badoni,lucknow super giants,rajasthan royals,4,0,0,1,25.0,15,14.866666666666667,128.90173410404623,13.4,11.7,127.0,2,3.0,1,0,1
1359504,2023-04-22,2,a badoni,lucknow super giants,gujarat titans,6,0,0,0,133.33333333333331,16,14.0,126.5536723163842,13.6,10.5,132.0,2,3.0,0,0,8
1359512,2023-04-28,1,a badoni,lucknow super giants,punjab kings,22,3,2,1,168.1818181818182,17,13.647058823529411,126.77595628415301,11.8,10.1,90.66666666666666,2,35.0,1,0,37
1359517,2023-05-01,2,a badoni,lucknow super giants,royal challengers bangalore,11,0,0,1,36.36363636363637,18,14.944444444444445,131.21951219512195,15.6,13.4,100.3030303030303,2,21.5,0,0,4
1359519,2023-05-03,1,a badoni,lucknow super giants,chennai super kings,32,2,4,0,181.25,19,14.368421052631579,126.38888888888889,10.4,12.5,82.57575757575758,2,23.5,1,0,58
1359525,2023-05-07,2,a badoni,lucknow super giants,gujarat titans,11,1,2,1,190.9090909090909,20,16.55,133.46774193548387,21.6,17.5,108.82575757575758,3,31.333333333333332,0,0,21
1359542,2023-05-20,1,a badoni,lucknow super giants,kolkata knight riders,20,2,1,0,125.0,21,16.761904761904763,135.9073359073359,25.6,19.6,142.00757575757575,1,91.0,1,0,25
1370351,2023-05-24,2,a badoni,lucknow super giants,mumbai indians,7,0,0,1,14.285714285714285,22,17.136363636363637,135.12544802867384,29.0,20.4,140.3409090909091,1,38.0,0,0,1
1422122,2024-03-24,2,a badoni,lucknow super giants,rajasthan royals,5,0,0,1,20.0,23,16.434782608695652,132.16783216783216,21.8,18.7,109.56168831168831,3,4.333333333333333,0,0,1
1422129,2024-03-30,1,a badoni,lucknow super giants,punjab kings,10,0,0,1,80.0,24,15.791666666666666,130.2405498281787,21.2,15.8,106.28896103896105,3,2.3333333333333335,1,0,8
1422133,2024-04-02,1,a badoni,lucknow super giants,royal challengers bengaluru,3,0,0,1,0.0,25,15.48,128.57142857142858,11.2,16.4,86.03896103896105,0,0.0,1,0,0
1422139,2024-04-07,1,a badoni,lucknow super giants,gujarat titans,11,3,0,1,181.8181818181818,26,14.884615384615385,127.30263157894737,7.0,16.3,47.857142857142854,4,0.0,1,0,20
1426264,2024-04-12,1,a badoni,lucknow super giants,delhi capitals,32,5,1,0,162.5,27,15.074074074074074,129.20634920634922,6.0,17.5,59.22077922077922,2,55.5,1,0,52
1426266,2024-04-14,1,a badoni,lucknow super giants,kolkata knight riders,27,2,1,1,107.40740740740742,28,16.392857142857142,132.27665706051874,16.2,19.0,88.86363636363636,2,39.5,1,0,29
1426282,2024-04-27,1,a badoni,lucknow super giants,rajasthan royals,10,1,0,0,150.0,29,16.82758620689655,130.4812834224599,21.8,21.5,106.34511784511785,4,16.75,1,0,15
1426286,2024-04-30,2,a badoni,lucknow super giants,mumbai indians,6,1,0,1,100.0,30,16.766666666666666,130.98958333333331,23.2,17.2,120.34511784511785,2,11.0,0,0,6
1426292,2024-05-05,2,a badoni,lucknow super giants,kolkata knight riders,10,0,1,1,120.0,31,16.419354838709676,130.51282051282053,24.4,15.7,140.34511784511784,3,6.333333333333333,0,0,12
1426295,2024-05-08,1,a badoni,lucknow super giants,sunrisers hyderabad,27,8,0,0,181.4814814814815,32,16.28125,130.25,22.8,14.4,127.98148148148148,1,79.0,1,0,49
1426302,2024-05-14,2,a badoni,lucknow super giants,delhi capitals,9,0,0,1,66.66666666666666,33,17.272727272727273,133.4894613583138,22.2,19.2,131.77777777777777,3,22.666666666666668,0,0,6
1426305,2024-05-17,1,a badoni,lucknow super giants,mumbai indians,9,1,2,0,244.44444444444446,34,16.941176470588236,132.11009174311928,17.6,19.7,123.62962962962963,3,28.333333333333332,1,0,22
548373,2012-05-18,1,a chandila,rajasthan royals,sunrisers hyderabad,1,0,0,0,0.0,0,0.0,134.38202247191012,18.25,21.0,117.03703703703704,0,0.0,1,1,0
598023,2013-04-20,1,a chandila,rajasthan royals,royal challengers bangalore,6,0,0,0,66.66666666666666,1,0.0,0.0,16.75,21.0,92.03703703703704,0,0.0,1,1,4
336010,2008-05-08,1,a chopra,kolkata knight riders,royal challengers bangalore,5,0,0,1,40.0,0,0.0,57.14285714285714,18.333333333333332,21.125,82.71604938271604,0,0.0,1,1,2
336014,2008-05-11,1,a chopra,kolkata knight riders,sunrisers hyderabad,21,3,0,1,100.0,1,2.0,40.0,2.6666666666666665,14.875,35.55555555555555,0,0.0,1,1,21
336017,2008-05-13,1,a chopra,kolkata knight riders,delhi capitals,15,2,0,0,86.66666666666667,2,11.5,88.46153846153845,7.666666666666667,13.875,46.666666666666664,0,0.0,1,1,13
336021,2008-05-16,1,a chopra,kolkata knight riders,mumbai indians,4,0,0,0,25.0,3,12.0,87.8048780487805,9.0,13.625,56.66666666666667,0,0.0,1,1,1
336035,2008-05-25,2,a chopra,kolkata knight riders,punjab kings,3,0,0,1,66.66666666666666,4,9.25,82.22222222222221,9.25,13.0,62.91666666666667,0,0.0,0,1,2
392184,2009-04-19,1,a chopra,kolkata knight riders,sunrisers hyderabad,18,1,0,1,38.88888888888889,5,7.8,81.25,7.8,11.75,63.666666666666664,1,2.0,1,0,7
1082591,2017-04-05,2,a choudhary,royal challengers bangalore,sunrisers hyderabad,2,0,1,0,300.0,0,0.0,69.6969696969697,9.25,6.428571428571429,69.58333333333333,0,0.0,0,1,6
1082621,2017-04-27,1,a choudhary,royal challengers bangalore,defunct_gujarat_lions,12,1,0,0,125.0,1,6.0,300.0,5.5,6.428571428571429,119.58333333333333,0,0.0,1,1,15
1082633,2017-05-05,2,a choudhary,royal challengers bangalore,punjab kings,6,0,0,1,66.66666666666666,2,10.5,150.0,6.0,7.5,129.16666666666666,0,0.0,0,1,4
1136569,2018-04-14,1,a dananjaya,mumbai indians,delhi capitals,5,0,0,0,80.0,0,0.0,125.0,7.666666666666667,8.571428571428571,163.88888888888889,0,0.0,1,1,4
392181,2009-04-18,2,a flintoff,chennai super kings,mumbai indians,21,2,1,1,100.0,0,0.0,80.0,10.5,8.571428571428571,212.5,0,0.0,0,1,21
392185,2009-04-20,1,a flintoff,chennai super kings,royal challengers bangalore,13,2,1,0,169.23076923076923,1,21.0,100.0,14.0,11.285714285714286,175.0,0,0.0,1,1,22
392189,2009-04-23,2,a flintoff,chennai super kings,delhi capitals,16,1,0,1,93.75,2,21.5,126.47058823529412,19.333333333333332,11.428571428571429,131.4102564102564,0,0.0,0,1,15
1426298,2024-05-11,2,a kamboj,mumbai indians,kolkata knight riders,2,0,0,0,100.0,0,0.0,115.99999999999999,21.5,11.166666666666666,134.6153846153846,0,0.0,0,1,2
336006,2008-05-05,1,a kumble,royal challengers bangalore,punjab kings,7,0,0,0,42.857142857142854,0,0.0,100.0,21.5,13.2,134.6153846153846,0,0.0,1,1,3
336023,2008-05-17,2,a kumble,royal challengers bangalore,rajasthan royals,8,1,0,1,100.0,1,3.0,42.857142857142854,15.333333333333334,13.4,104.02930402930401,0,0.0,0,1,8
336029,2008-05-21,1,a kumble,royal challengers bangalore,chennai super kings,1,0,0,0,200.0,2,5.5,73.33333333333333,11.0,12.5,104.02930402930401,0,0.0,1,1,2
392185,2009-04-20,2,a kumble,royal challengers bangalore,chennai super kings,5,0,0,0,20.0,3,4.333333333333333,81.25,4.333333333333333,11.833333333333334,114.28571428571429,1,2.0,0,1,1
392188,2009-04-22,2,a kumble,royal challengers bangalore,sunrisers hyderabad,1,0,0,0,100.0,4,3.5,66.66666666666666,3.5,9.5,90.71428571428572,0,0.0,0,1,1
392191,2009-04-24,1,a kumble,royal challengers bangalore,punjab kings,3,1,0,0,166.66666666666669,5,3.0,68.18181818181817,3.0,8.285714285714286,92.57142857142858,1,1.0,1,0,5
392204,2009-05-01,1,a kumble,royal challengers bangalore,punjab kings,3,0,0,1,33.33333333333333,6,3.3333333333333335,80.0,3.4,7.875,117.33333333333334,2,4.0,1,0,1
392218,2009-05-10,2,a kumble,royal challengers bangalore,mumbai indians,6,1,0,0,116.66666666666667,7,3.0,75.0,2.0,5.375,104.0,0,0.0,0,0,7
392239,2009-05-24,2,a kumble,royal challengers bangalore,sunrisers hyderabad,1,0,0,0,100.0,8,3.5,82.35294117647058,3.0,3.5,87.33333333333334,1,7.0,0,0,1
419128,2010-03-25,2,a kumble,royal challengers bangalore,delhi capitals,1,0,0,0,100.0,9,3.2222222222222223,82.85714285714286,3.0,3.2222222222222223,103.33333333333334,0,0.0,0,0,1
419140,2010-04-04,2,a kumble,royal challengers bangalore,delhi capitals,1,0,0,0,100.0,10,3.0,83.33333333333334,3.0,3.0,103.33333333333334,1,1.0,0,0,1
419151,2010-04-12,2,a kumble,royal challengers bangalore,sunrisers hyderabad,4,0,0,0,50.0,11,2.8181818181818183,83.78378378378379,2.2,2.8,90.0,2,1.0,0,0,2
419157,2010-04-17,2,a kumble,royal challengers bangalore,mumbai indians,3,0,0,0,33.33333333333333,12,2.75,80.48780487804879,2.4,2.2,93.33333333333333,1,4.0,0,0,1
419162,2010-04-21,2,a kumble,royal challengers bangalore,mumbai indians,2,0,0,0,50.0,13,2.6153846153846154,77.27272727272727,1.2,2.1,76.66666666666667,2,4.0,0,0,1
1304050,2022-03-28,2,a manohar,gujarat titans,lucknow super giants,7,3,0,0,214.28571428571428,0,0.0,76.08695652173914,1.25,2.2222222222222223,70.83333333333334,0,0.0,0,1,15
1304056,2022-04-02,1,a manohar,gujarat titans,delhi capitals,2,0,0,1,50.0,1,15.0,214.28571428571428,4.75,3.7777777777777777,99.4047619047619,0,0.0,1,1,1
1304067,2022-04-11,1,a manohar,gujarat titans,sunrisers hyderabad,19,4,1,1,157.89473684210526,2,8.0,177.77777777777777,4.75,3.3333333333333335,86.9047619047619,0,0.0,1,1,30
1304070,2022-04-14,1,a manohar,gujarat titans,rajasthan royals,28,4,2,1,153.57142857142858,3,15.333333333333334,164.28571428571428,11.75,6.555555555555555,113.87844611528823,0,0.0,1,1,43
1304075,2022-04-17,2,a manohar,gujarat titans,chennai super kings,12,2,0,1,100.0,4,22.25,158.92857142857142,22.25,10.555555555555555,143.93796992481202,0,0.0,0,1,12
1304081,2022-04-23,1,a manohar,gujarat titans,kolkata knight riders,3,0,0,1,33.33333333333333,5,20.2,148.52941176470588,20.2,11.777777777777779,135.15037593984962,0,0.0,1,0,1
1304086,2022-04-27,2,a manohar,gujarat titans,sunrisers hyderabad,0,0,0,0,0.0,6,17.0,143.66197183098592,17.4,11.777777777777779,98.95989974937343,1,1.0,0,0,0
1359487,2023-04-09,1,a manohar,gujarat titans,kolkata knight riders,8,3,0,1,175.0,7,14.571428571428571,143.66197183098592,17.2,11.666666666666666,88.95989974937343,1,30.0,1,0,14
1359497,2023-04-16,1,a manohar,gujarat titans,rajasthan royals,13,0,3,1,207.6923076923077,8,14.5,146.8354430379747,14.0,13.0,92.38095238095238,1,15.0,1,0,27
1359504,2023-04-22,1,a manohar,gujarat titans,lucknow super giants,5,0,0,1,60.0,9,15.88888888888889,155.43478260869566,10.8,15.88888888888889,103.20512820512822,1,70.0,1,0,3
1359509,2023-04-25,1,a manohar,gujarat titans,mumbai indians,20,3,3,1,210.0,10,14.6,150.51546391752578,9.0,14.6,95.20512820512822,0,0.0,1,0,42
1359518,2023-05-02,2,a manohar,gujarat titans,delhi capitals,32,0,1,1,78.125,11,17.09090909090909,160.68376068376068,17.2,17.3,130.53846153846155,1,42.0,0,0,25
1359531,2023-05-12,2,a manohar,gujarat titans,mumbai indians,3,0,0,1,66.66666666666666,12,17.75,142.95302013422818,22.2,19.7,146.16346153846155,1,26.0,0,0,2
1426262,2024-04-10,2,a manohar,gujarat titans,rajasthan royals,2,0,0,1,50.0,13,16.53846153846154,141.44736842105263,19.8,16.9,124.49679487179488,2,22.0,0,0,1
1426270,2024-04-17,1,a manohar,gujarat titans,delhi capitals,12,1,0,1,50.0,14,15.428571428571429,140.25974025974025,14.6,12.7,92.95833333333333,2,35.5,1,0,6
336015,2008-05-11,1,a mishra,delhi capitals,rajasthan royals,5,0,0,1,80.0,0,0.0,133.73493975903614,17.5,12.777777777777779,101.19791666666666,0,0.0,1,1,4
336017,2008-05-13,2,a mishra,delhi capitals,kolkata knight riders,32,3,0,1,96.875,1,4.0,80.0,8.0,13.11111111111111,68.69791666666666,0,0.0,0,1,31
336038,2008-05-30,2,a mishra,delhi capitals,rajasthan royals,5,0,0,1,40.0,2,17.5,94.5945945945946,9.5,16.555555555555557,73.38541666666666,1,31.0,0,1,2
392198,2009-04-28,1,a mishra,delhi capitals,rajasthan royals,4,0,0,1,0.0,3,12.333333333333334,88.09523809523809,9.5,15.222222222222221,66.71875,2,3.0,1,1,0
392206,2009-05-02,2,a mishra,delhi capitals,chennai super kings,8,1,1,0,137.5,4,9.25,80.43478260869566,9.25,12.222222222222221,54.21875,0,0.0,0,1,11
392223,2009-05-13,1,a mishra,delhi capitals,sunrisers hyderabad,3,0,0,1,66.66666666666666,5,9.6,88.88888888888889,9.6,13.11111111111111,70.875,0,0.0,1,0,2
392235,2009-05-21,2,a mishra,delhi capitals,mumbai indians,4,1,1,0,325.0,6,8.333333333333334,87.71929824561403,9.2,8.666666666666666,68.20833333333333,0,0.0,0,0,13
392237,2009-05-22,1,a mishra,delhi capitals,sunrisers hyderabad,1,0,0,0,0.0,7,9.0,103.27868852459017,5.6,7.333333333333333,113.83333333333333,1,13.0,1,0,0
419114,2010-03-17,2,a mishra,delhi capitals,mumbai indians,5,0,0,1,60.0,8,7.875,101.61290322580645,5.2,7.111111111111111,105.83333333333333,1,2.0,0,0,3
419116,2010-03-19,1,a mishra,delhi capitals,chennai super kings,3,1,0,0,200.0,9,7.333333333333333,98.50746268656717,5.8,7.333333333333333,117.83333333333333,1,16.0,1,0,6
419120,2010-03-21,2,a mishra,delhi capitals,sunrisers hyderabad,1,0,0,1,0.0,10,7.2,102.85714285714285,4.8,7.2,130.33333333333331,2,8.5,0,0,0
419144,2010-04-07,2,a mishra,delhi capitals,kolkata knight riders,5,0,0,0,60.0,11,6.545454545454546,101.40845070422534,4.4,6.8,117.0,1,2.0,0,0,3
419149,2010-04-11,1,a mishra,delhi capitals,punjab kings,9,0,0,0,100.0,12,6.25,98.68421052631578,2.4,4.0,64.0,0,0.0,1,0,9
419152,2010-04-13,2,a mishra,delhi capitals,mumbai indians,16,0,0,0,75.0,13,6.461538461538462,98.82352941176471,4.2,4.7,84.0,2,4.5,0,0,12
419160,2010-04-18,2,a mishra,delhi capitals,sunrisers hyderabad,9,0,0,1,44.44444444444444,14,6.857142857142857,95.04950495049505,6.0,5.9,87.0,3,9.333333333333334,0,0,4
501199,2011-04-09,1,a mishra,sunrisers hyderabad,rajasthan royals,2,0,0,0,100.0,15,6.666666666666667,90.9090909090909,5.6,5.2,55.88888888888889,3,2.0,1,0,2
501203,2011-04-11,2,a mishra,sunrisers hyderabad,kolkata knight riders,4,1,0,0,150.0,16,6.375,91.07142857142857,6.0,5.2,75.88888888888889,2,4.0,0,0,6
501224,2011-04-24,2,a mishra,sunrisers hyderabad,mumbai indians,18,4,0,0,133.33333333333331,17,6.352941176470588,93.10344827586206,6.6,4.5,93.88888888888889,3,13.333333333333334,0,0,24
501229,2011-04-27,1,a mishra,sunrisers hyderabad,defunct_kochi_tuskers,1,0,0,1,0.0,18,7.333333333333333,98.50746268656717,9.6,6.9,100.55555555555556,0,0.0,1,0,0
501236,2011-05-01,2,a mishra,sunrisers hyderabad,chennai super kings,5,0,0,1,40.0,19,6.947368421052632,97.77777777777777,7.2,6.6,85.55555555555556,2,0.0,0,0,2
501239,2011-05-03,2,a mishra,sunrisers hyderabad,kolkata knight riders,9,0,0,0,100.0,20,6.7,95.71428571428572,6.8,6.2,84.66666666666666,3,6.333333333333333,0,0,9
501250,2011-05-10,1,a mishra,sunrisers hyderabad,defunct_pune_warriors,1,0,0,1,0.0,21,6.809523809523809,95.9731543624161,8.2,7.1,84.66666666666666,0,0.0,1,0,0
501256,2011-05-14,1,a mishra,sunrisers hyderabad,mumbai indians,6,4,0,0,300.0,22,6.5,95.33333333333334,7.0,6.8,54.666666666666664,4,0.0,1,0,18
548314,2012-04-09,1,a mishra,sunrisers hyderabad,mumbai indians,2,0,0,1,0.0,23,7.0,103.20512820512822,5.8,7.7,88.0,5,14.0,1,0,0
548321,2012-04-19,1,a mishra,sunrisers hyderabad,delhi capitals,5,0,0,1,100.0,24,6.708333333333333,101.8987341772152,5.8,6.5,88.0,0,0.0,1,0,5
548335,2012-04-22,1,a mishra,sunrisers hyderabad,kolkata knight riders,1,0,0,0,100.0,25,6.64,101.840490797546,6.4,6.6,100.0,4,1.25,1,0,1
548346,2012-04-29,1,a mishra,sunrisers hyderabad,mumbai indians,6,0,0,1,16.666666666666664,26,6.423076923076923,101.82926829268293,4.8,6.5,100.0,6,8.333333333333334,1,0,1
548359,2012-05-08,2,a mishra,sunrisers hyderabad,punjab kings,5,1,0,0,160.0,27,6.222222222222222,98.82352941176471,5.0,6.0,103.33333333333333,1,71.0,0,0,8
598010,2013-04-12,2,a mishra,sunrisers hyderabad,delhi capitals,13,2,0,0,115.38461538461537,28,6.285714285714286,100.57142857142858,3.0,4.4,75.33333333333333,1,17.0,0,0,15
598013,2013-04-14,2,a mishra,sunrisers hyderabad,kolkata knight riders,1,0,0,0,100.0,29,6.586206896551724,101.59574468085107,6.0,5.9,98.41025641025641,5,4.0,0,0,1
598018,2013-04-17,1,a mishra,sunrisers hyderabad,defunct_pune_warriors,24,3,0,1,125.0,30,6.4,101.58730158730158,5.2,5.8,98.41025641025641,1,51.0,1,0,30
598030,2013-04-25,1,a mishra,sunrisers hyderabad,chennai super kings,21,2,0,1,71.42857142857143,31,7.161290322580645,104.22535211267605,11.0,7.9,103.4102564102564,3,10.0,1,0,15
598032,2013-04-27,1,a mishra,sunrisers hyderabad,rajasthan royals,26,2,0,1,76.92307692307693,32,7.40625,101.28205128205127,13.8,9.4,114.36263736263736,4,8.5,1,0,20
598051,2013-05-08,2,a mishra,sunrisers hyderabad,chennai super kings,8,0,0,0,75.0,33,7.787878787878788,98.84615384615385,16.2,9.6,97.74725274725274,4,7.0,0,0,6
729295,2014-04-22,2,a mishra,sunrisers hyderabad,punjab kings,5,0,0,0,80.0,34,7.735294117647059,98.13432835820896,14.4,10.2,89.67032967032966,2,20.0,0,0,4
733989,2014-05-08,1,a mishra,sunrisers hyderabad,rajasthan royals,2,0,0,1,0.0,35,7.628571428571429,97.8021978021978,15.0,10.1,85.67032967032966,5,4.2,1,0,0
829707,2015-04-09,2,a mishra,delhi capitals,chennai super kings,3,0,0,1,100.0,36,7.416666666666667,97.0909090909091,9.0,10.0,60.67032967032967,5,5.6,0,0,3
829739,2015-04-20,1,a mishra,delhi capitals,kolkata knight riders,1,0,0,0,100.0,37,7.297297297297297,97.12230215827337,6.6,10.2,66.38461538461539,6,7.166666666666667,1,0,1
829757,2015-04-26,1,a mishra,delhi capitals,royal challengers bangalore,4,0,0,1,50.0,38,7.131578947368421,97.1326164874552,2.8,9.5,71.0,0,0.0,1,0,2
829777,2015-05-03,2,a mishra,delhi capitals,rajasthan royals,2,0,0,0,50.0,39,7.0,96.46643109540636,2.0,8.2,66.0,6,0.3333333333333333,0,0,1
980903,2016-04-10,1,a mishra,delhi capitals,kolkata knight riders,9,0,0,1,33.33333333333333,40,6.85,96.14035087719299,1.4,8.2,60.0,7,4.142857142857143,1,0,3
980993,2016-05-15,2,a mishra,delhi capitals,mumbai indians,5,0,0,1,20.0,41,6.7560975609756095,94.21768707482994,2.0,5.5,66.66666666666666,7,7.857142857142857,0,0,1
1082595,2017-04-08,2,a mishra,delhi capitals,royal challengers bangalore,14,0,0,0,57.14285714285714,42,6.619047619047619,92.97658862876254,1.6,4.1,50.666666666666664,1,72.0,0,0,8
1082626,2017-04-30,1,a mishra,delhi capitals,punjab kings,8,0,0,0,50.0,43,6.651162790697675,91.3738019169329,3.0,2.9,42.095238095238095,3,3.3333333333333335,1,0,4
1082635,2017-05-06,2,a mishra,delhi capitals,mumbai indians,13,0,0,0,61.53846153846154,44,6.590909090909091,90.34267912772586,3.4,2.7,42.095238095238095,8,3.125,0,0,8
1082640,2017-05-10,2,a mishra,delhi capitals,defunct_gujarat_lions,2,2,0,0,400.0,45,6.622222222222222,89.22155688622755,4.8,3.1,44.4029304029304,0,0.0,0,0,8
