matchid,date,inning,batsman,batting_team,bowling_team,balls_faced,fours,sixes,dismissed,strike_rate,career_matches,career_avg_runs,career_strike_rate,form_runs_last_5,form_runs_last_10,form_sr_last_5,matches_vs_opponent,avg_runs_vs_opponent,is_first_innings,is_rookie,target_runs
1304097,2022-05-06,2,b sai sudharsan,gujarat titans,mumbai indians,11,1,1,1,127.27272727272727,4,31.5,128.57142857142858,31.5,19.444444444444443,128.76984126984124,0,0.0,0,1,14
1359475,2023-03-31,2,b sai sudharsan,gujarat titans,chennai super kings,15,2,0,1,113.33333333333333,5,28.0,128.44036697247708,28.0,20.77777777777778,128.47041847041845,0,0.0,0,0,17
1359481,2023-04-04,2,b sai sudharsan,gujarat titans,delhi capitals,47,4,2,0,129.7872340425532,6,26.166666666666668,126.61290322580645,24.4,21.666666666666668,127.8037518037518,0,0.0,0,0,61
1359487,2023-04-09,1,b sai sudharsan,gujarat titans,kolkata knight riders,36,3,2,1,144.44444444444443,7,31.142857142857142,127.48538011695906,34.4,25.666666666666668,129.31675416781795,0,0.0,1,0,52
1359492,2023-04-13,2,b sai sudharsan,gujarat titans,punjab kings,20,2,0,1,95.0,8,33.75,130.43478260869566,40.8,30.555555555555557,129.63421448527828,2,26.0,0,0,19
1359497,2023-04-16,1,b sai sudharsan,gujarat titans,rajasthan royals,19,2,0,0,105.26315789473684,9,32.111111111111114,127.31277533039646,32.6,32.111111111111114,121.96754781861164,0,0.0,1,0,20
1359536,2023-05-15,1,b sai sudharsan,gujarat titans,sunrisers hyderabad,34,6,1,1,138.23529411764704,10,30.9,125.60975609756098,33.8,30.9,117.56563394301354,1,20.0,1,0,47
1370352,2023-05-26,1,b sai sudharsan,gujarat titans,mumbai indians,28,3,1,1,121.42857142857142,11,32.36363636363637,127.14285714285714,39.8,32.1,122.54602609987629,1,58.0,1,0,34
1370353,2023-05-29,1,b sai sudharsan,gujarat titans,chennai super kings,45,8,6,1,211.11111111111111,12,32.5,126.62337662337661,34.4,34.4,120.87429357707992,1,48.0,1,0,95
1422123,2024-03-24,1,b sai sudharsan,gujarat titans,mumbai indians,38,3,1,1,115.78947368421053,13,37.30769230769231,137.39376770538243,43.0,41.9,134.20762691041324,2,56.0,1,0,44
1422125,2024-03-26,2,b sai sudharsan,gujarat titans,chennai super kings,29,3,0,1,124.13793103448276,14,37.785714285714285,135.29411764705884,48.0,40.3,138.36552164725535,2,46.0,0,0,36
1422130,2024-03-31,2,b sai sudharsan,gujarat titans,sunrisers hyderabad,34,4,1,1,126.47058823529412,15,37.666666666666664,134.52380952380955,51.2,42.5,142.14047627520455,2,74.0,0,0,43
1422135,2024-04-04,1,b sai sudharsan,gujarat titans,punjab kings,19,6,0,1,173.6842105263158,16,38.0,133.92070484581498,50.4,45.1,139.78753509873397,3,33.666666666666664,1,0,33
1422139,2024-04-07,2,b sai sudharsan,gujarat titans,lucknow super giants,21,4,0,1,133.33333333333331,17,37.705882352941174,135.51797040169134,50.2,42.3,150.23866291828284,0,0.0,0,0,28
1426262,2024-04-10,2,b sai sudharsan,gujarat titans,rajasthan royals,29,3,1,1,120.6896551724138,18,37.166666666666664,135.4251012145749,36.8,39.9,134.6831073627273,1,28.0,0,0,35
1426270,2024-04-17,1,b sai sudharsan,gujarat titans,delhi capitals,8,2,0,1,150.0,19,37.05263157894737,134.60803059273422,35.0,41.5,135.66314366036795,1,55.0,1,0,12
1426275,2024-04-21,2,b sai sudharsan,gujarat titans,punjab kings,34,3,0,1,91.17647058823529,20,35.8,134.83992467043316,30.2,40.7,140.83555745347138,4,18.25,0,0,31
1426278,2024-04-24,2,b sai sudharsan,gujarat titans,delhi capitals,38,7,2,1,168.42105263157893,21,35.57142857142857,132.21238938053096,27.8,39.1,133.7767339240596,2,89.0,0,0,64
1426283,2024-04-28,1,b sai sudharsan,gujarat titans,royal challengers bengaluru,45,8,4,0,182.22222222222223,22,36.86363636363637,134.49419568822555,34.0,42.1,132.72410234511224,0,0.0,1,0,82
1426290,2024-05-04,1,b sai sudharsan,gujarat titans,royal challengers bengaluru,13,0,0,1,38.46153846153847,23,38.82608695652174,137.80864197530863,44.8,40.8,142.50188012289,1,82.0,1,0,5
1426297,2024-05-10,1,b sai sudharsan,gujarat titans,chennai super kings,51,5,8,1,201.96078431372547,24,37.416666666666664,135.85476550680787,38.8,36.9,126.05625678071496,3,29.0,1,0,103
1136567,2018-04-12,2,b stanlake,sunrisers hyderabad,mumbai indians,1,0,0,0,100.0,0,0.0,140.58988764044943,45.5,37.0,120.07032097589371,0,0.0,0,1,1
419151,2010-04-12,1,b sumanth,sunrisers hyderabad,royal challengers bangalore,4,0,0,0,150.0,0,0.0,100.0,50.333333333333336,36.25,129.7016044384465,0,0.0,1,1,6
419156,2010-04-16,2,b sumanth,sunrisers hyderabad,punjab kings,3,1,0,0,200.0,1,6.0,150.0,31.0,32.875,123.56125356125352,0,0.0,0,1,6
419160,2010-04-18,1,b sumanth,sunrisers hyderabad,delhi capitals,12,0,0,0,58.333333333333336,2,6.0,171.42857142857142,5.666666666666667,30.125,129.48717948717945,0,0.0,1,1,7
419163,2010-04-22,2,b sumanth,sunrisers hyderabad,chennai super kings,17,2,0,1,88.23529411764706,3,6.333333333333333,100.0,6.333333333333333,26.625,136.11111111111106,0,0.0,0,1,15
501264,2011-05-21,2,ba bhatt,punjab kings,sunrisers hyderabad,5,0,0,0,0.0,0,0.0,94.44444444444444,6.333333333333333,28.714285714285715,136.11111111111106,0,0.0,0,1,0
548323,2012-04-15,1,ba bhatt,punjab kings,kolkata knight riders,2,0,1,0,300.0,1,0.0,0.0,4.75,24.285714285714285,102.0833333333333,0,0.0,1,1,6
1082592,2017-04-06,2,ba stokes,rising pune supergiants,mumbai indians,13,3,0,1,153.84615384615387,0,0.0,85.71428571428571,4.333333333333333,17.666666666666668,86.11111111111107,0,0.0,0,1,20
1082594,2017-04-08,1,ba stokes,rising pune supergiants,punjab kings,30,2,3,1,163.33333333333334,1,20.0,153.84615384615387,9.0,7.333333333333333,70.7264957264957,0,0.0,1,1,49
1082599,2017-04-11,2,ba stokes,rising pune supergiants,delhi capitals,5,0,0,1,40.0,2,34.5,160.46511627906978,23.0,14.666666666666666,105.72649572649568,0,0.0,0,1,2
1082603,2017-04-14,1,ba stokes,rising pune supergiants,defunct_gujarat_lions,18,2,1,1,138.88888888888889,3,23.666666666666668,147.91666666666669,17.75,12.857142857142858,89.29487179487177,0,0.0,1,1,25
1082607,2017-04-16,1,ba stokes,rising pune supergiants,royal challengers bangalore,3,0,0,1,66.66666666666666,4,24.0,145.45454545454547,24.0,14.375,124.017094017094,0,0.0,1,1,2
1082615,2017-04-22,2,ba stokes,rising pune supergiants,sunrisers hyderabad,9,1,0,1,111.11111111111111,5,19.6,142.02898550724638,19.6,13.875,112.54700854700852,0,0.0,0,0,10
1082618,2017-04-24,1,ba stokes,rising pune supergiants,mumbai indians,12,2,0,1,141.66666666666669,6,18.0,138.46153846153845,17.6,14.375,103.99999999999997,1,10.0,1,0,17
1082629,2017-05-01,2,ba stokes,rising pune supergiants,defunct_gujarat_lions,62,7,6,0,164.51612903225808,7,17.857142857142858,138.88888888888889,11.2,15.625,99.66666666666664,1,37.0,0,0,102
1082631,2017-05-03,2,ba stokes,rising pune supergiants,kolkata knight riders,15,1,0,1,93.33333333333333,8,28.375,149.3421052631579,31.2,25.22222222222222,124.56989247311826,0,0.0,0,0,14
1082634,2017-05-06,1,ba stokes,rising pune supergiants,sunrisers hyderabad,24,1,3,1,154.16666666666669,9,26.77777777777778,144.31137724550896,29.0,26.77777777777778,115.45878136200716,1,14.0,1,0,37
1082642,2017-05-12,2,ba stokes,rising pune supergiants,delhi capitals,25,3,2,1,132.0,10,27.8,145.5497382198953,36.0,27.8,132.9587813620072,1,47.0,0,0,33
1136564,2018-04-09,1,ba stokes,rajasthan royals,sunrisers hyderabad,8,0,0,1,62.5,11,28.272727272727273,143.9814814814815,40.6,29.1,137.13655913978496,2,17.5,1,0,5
1136566,2018-04-11,1,ba stokes,rajasthan royals,delhi capitals,12,1,1,1,133.33333333333331,12,26.333333333333332,141.07142857142858,38.2,24.7,121.30322580645161,2,26.0,1,0,16
1136571,2018-04-15,1,ba stokes,rajasthan royals,royal challengers bangalore,20,2,1,1,125.0,13,25.53846153846154,140.67796610169492,21.0,26.1,115.06666666666665,1,51.0,1,0,25
1136575,2018-04-18,1,ba stokes,rajasthan royals,kolkata knight riders,11,0,1,1,127.27272727272727,14,25.5,139.453125,23.2,26.1,121.39999999999998,1,27.0,1,0,14
1136577,2018-04-20,2,ba stokes,rajasthan royals,chennai super kings,34,3,1,1,126.47058823529412,15,24.733333333333334,138.95131086142322,18.6,27.3,116.0212121212121,0,0.0,0,0,43
1136581,2018-04-22,2,ba stokes,rajasthan royals,mumbai indians,26,3,1,1,150.0,16,25.875,137.54152823920265,20.6,30.6,114.91532976827091,2,21.5,0,0,39
1136588,2018-04-29,2,ba stokes,rajasthan royals,sunrisers hyderabad,3,0,0,1,0.0,17,26.647058823529413,138.5321100917431,27.4,32.8,132.41532976827094,3,25.333333333333332,0,0,0
1136592,2018-05-02,2,ba stokes,rajasthan royals,delhi capitals,1,0,0,0,100.0,18,25.166666666666668,137.27272727272728,24.2,22.6,105.74866310160428,3,17.333333333333332,0,0,1
1136598,2018-05-06,1,ba stokes,rajasthan royals,punjab kings,9,2,0,1,133.33333333333331,19,23.894736842105264,137.16012084592143,19.4,21.3,100.74866310160425,1,52.0,1,0,12
1136600,2018-05-08,1,ba stokes,rajasthan royals,punjab kings,11,1,0,1,127.27272727272727,20,23.3,137.05882352941177,19.0,18.8,101.96078431372547,2,30.5,1,0,14
1136603,2018-05-11,2,ba stokes,rajasthan royals,chennai super kings,7,1,1,1,157.14285714285714,21,22.857142857142858,136.75213675213675,13.2,16.9,102.1212121212121,1,75.0,0,0,11
1136609,2018-05-15,1,ba stokes,rajasthan royals,kolkata knight riders,13,0,0,1,84.61538461538461,22,22.318181818181817,137.15083798882682,7.6,17.5,103.54978354978353,2,27.0,1,0,11
1175359,2019-03-25,2,ba stokes,rajasthan royals,punjab kings,2,0,1,1,300.0,23,21.82608695652174,135.30997304582212,9.8,17.0,120.47286047286045,3,13.0,0,0,6
1175363,2019-03-29,1,ba stokes,rajasthan royals,sunrisers hyderabad,8,2,0,0,150.0,24,21.166666666666668,136.19302949061662,10.8,15.1,160.47286047286045,4,20.25,1,0,12
1175367,2019-03-31,2,ba stokes,rajasthan royals,chennai super kings,25,1,3,1,180.0,25,20.8,136.48293963254594,10.8,14.9,163.8061938061938,2,32.0,0,0,45
1175369,2019-04-02,2,ba stokes,rajasthan royals,royal challengers bangalore,2,0,0,0,50.0,26,21.73076923076923,139.16256157635468,17.0,15.1,174.35164835164832,2,49.5,0,0,1
1178396,2019-04-07,1,ba stokes,rajasthan royals,kolkata knight riders,11,0,0,0,36.36363636363637,27,20.962962962962962,138.72549019607843,15.0,11.3,152.9230769230769,3,9.333333333333334,1,0,4
1178400,2019-04-11,1,ba stokes,rajasthan royals,chennai super kings,26,1,0,1,107.6923076923077,28,20.357142857142858,136.0381861575179,13.6,11.7,143.27272727272725,3,14.333333333333334,1,0,28
1178411,2019-04-20,2,ba stokes,rajasthan royals,mumbai indians,2,0,0,1,0.0,29,20.620689655172413,134.38202247191012,18.0,14.4,104.81118881118877,3,42.333333333333336,0,0,0
1178415,2019-04-22,1,ba stokes,rajasthan royals,delhi capitals,8,1,0,1,100.0,30,19.933333333333334,133.7807606263982,15.6,13.2,74.81118881118879,4,19.0,1,0,8
1178418,2019-04-25,2,ba stokes,rajasthan royals,kolkata knight riders,10,2,0,1,110.00000000000001,31,19.548387096774192,133.18681318681317,8.2,12.6,58.811188811188785,4,15.0,0,0,11
1216507,2020-10-11,2,ba stokes,rajasthan royals,sunrisers hyderabad,6,1,0,1,83.33333333333334,32,19.28125,132.68817204301075,10.2,12.6,70.81118881118879,5,10.8,0,0,5
1216543,2020-10-14,2,ba stokes,rajasthan royals,delhi capitals,35,6,0,1,117.14285714285715,33,18.848484848484848,132.05944798301485,10.4,12.0,80.20512820512819,5,13.8,0,0,41
1216522,2020-10-17,1,ba stokes,rajasthan royals,royal challengers bangalore,18,2,0,1,83.33333333333334,34,19.5,131.02766798418972,13.0,15.5,82.09523809523807,3,33.666666666666664,1,0,15
1216533,2020-10-19,2,ba stokes,rajasthan royals,chennai super kings,11,3,0,1,172.72727272727272,35,19.37142857142857,129.38931297709922,16.0,15.8,98.76190476190474,4,10.75,0,0,19
1216518,2020-10-22,1,ba stokes,rajasthan royals,sunrisers hyderabad,32,2,0,1,93.75,36,19.36111111111111,130.2803738317757,18.2,13.2,113.30735930735929,6,24.333333333333332,1,0,30
1216541,2020-10-25,2,ba stokes,rajasthan royals,mumbai indians,59,14,3,0,181.35593220338984,37,19.64864864864865,128.21869488536154,22.0,16.1,110.05735930735929,4,24.75,0,0,107
1216537,2020-10-30,2,ba stokes,rajasthan royals,punjab kings,26,6,3,1,192.30769230769232,38,21.94736842105263,133.22683706070288,42.4,26.4,129.66187908137059,4,45.75,0,0,50
1216530,2020-11-01,2,ba stokes,rajasthan royals,kolkata knight riders,10,2,1,1,170.0,39,22.666666666666668,135.58282208588957,44.2,28.6,144.69484611433762,5,26.2,0,0,17
1254061,2021-04-12,2,ba stokes,rajasthan royals,punjab kings,3,0,0,1,0.0,40,22.525,136.10271903323263,44.6,30.3,162.02817944767096,5,14.2,0,0,0
1359475,2023-03-31,1,ba stokes,chennai super kings,gujarat titans,6,1,0,1,116.66666666666667,41,21.975609756097562,135.48872180451127,40.8,29.5,127.4827249022164,0,0.0,1,0,7
1359480,2023-04-03,1,ba stokes,chennai super kings,lucknow super giants,8,1,0,1,100.0,42,21.61904761904762,135.3204172876304,36.2,29.1,132.06605823554975,0,0.0,1,0,8
1082596,2017-04-09,1,basil thampi,defunct_gujarat_lions,sunrisers hyderabad,8,0,1,0,162.5,0,0.0,134.90427098674522,18.5,31.77777777777778,119.74358974358972,0,0.0,1,1,13
1082610,2017-04-18,2,basil thampi,defunct_gujarat_lions,royal challengers bangalore,1,0,0,0,0.0,1,13.0,162.5,9.25,28.666666666666668,112.29166666666663,0,0.0,0,1,0
1082616,2017-04-23,2,basil thampi,defunct_gujarat_lions,punjab kings,9,1,0,0,122.22222222222223,2,6.5,144.44444444444443,5.0,27.0,69.79166666666663,0,0.0,0,1,11
1082625,2017-04-29,1,basil thampi,defunct_gujarat_lions,mumbai indians,4,0,0,0,50.0,3,8.0,133.33333333333331,7.75,26.11111111111111,100.34722222222219,0,0.0,1,1,2
1082629,2017-05-01,1,basil thampi,defunct_gujarat_lions,rising pune supergiants,5,0,0,0,40.0,4,6.5,118.18181818181819,6.5,23.0,83.68055555555553,0,0.0,1,1,2
1136583,2018-04-24,1,basil thampi,sunrisers hyderabad,mumbai indians,6,0,0,1,50.0,5,5.6,103.7037037037037,5.6,11.333333333333334,74.94444444444443,1,2.0,1,0,3
392197,2009-04-27,2,baw mendis,kolkata knight riders,mumbai indians,1,0,0,1,0.0,0,0.0,93.93939393939394,3.75,6.5,53.05555555555553,0,0.0,0,1,0
419148,2010-04-10,1,baw mendis,kolkata knight riders,royal challengers bangalore,1,0,0,0,100.0,1,0.0,0.0,3.75,4.375,53.05555555555553,0,0.0,1,1,1
598042,2013-05-02,2,baw mendis,defunct_pune_warriors,royal challengers bangalore,4,0,0,1,50.0,2,0.5,50.0,1.25,4.5,47.49999999999997,1,1.0,0,1,2
335982,2008-04-18,1,bb mccullum,kolkata knight riders,royal challengers bangalore,69,10,11,0,210.14492753623188,0,0.0,50.0,1.0,4.142857142857143,46.66666666666663,0,0.0,1,1,145
335986,2008-04-20,2,bb mccullum,kolkata knight riders,sunrisers hyderabad,5,1,0,1,100.0,1,145.0,210.14492753623188,48.666666666666664,21.75,103.38164251207725,0,0.0,0,1,5
335993,2008-04-26,1,bb mccullum,kolkata knight riders,chennai super kings,11,2,2,1,209.0909090909091,2,75.0,202.7027027027027,37.75,20.75,102.53623188405794,0,0.0,1,1,23
335997,2008-04-29,1,bb mccullum,kolkata knight riders,mumbai indians,2,0,0,1,50.0,3,57.666666666666664,203.52941176470586,43.5,23.625,154.80895915678522,0,0.0,1,1,1
392184,2009-04-19,1,bb mccullum,kolkata knight riders,sunrisers hyderabad,3,0,0,1,33.33333333333333,4,43.5,200.0,43.5,22.375,142.30895915678522,1,1.0,1,1,1
392186,2009-04-21,2,bb mccullum,kolkata knight riders,punjab kings,16,1,2,1,131.25,5,35.0,194.44444444444443,35.0,22.25,120.51383399209483,0,0.0,0,0,21
392190,2009-04-23,2,bb mccullum,kolkata knight riders,rajasthan royals,9,0,0,1,33.33333333333333,6,32.666666666666664,184.9056603773585,10.2,24.625,104.73484848484846,0,0.0,0,0,3
392197,2009-04-27,2,bb mccullum,kolkata knight riders,mumbai indians,5,0,0,0,20.0,7,28.428571428571427,173.04347826086956,9.8,22.22222222222222,91.40151515151513,1,3.0,0,0,1
392199,2009-04-29,1,bb mccullum,kolkata knight riders,royal challengers bangalore,1,0,0,1,0.0,8,25.0,166.66666666666669,5.4,22.333333333333332,53.583333333333314,1,2.0,1,0,0
392203,2009-05-01,2,bb mccullum,kolkata knight riders,mumbai indians,7,0,0,1,71.42857142857143,9,22.22222222222222,165.28925619834712,5.2,22.22222222222222,43.583333333333314,2,72.5,0,0,5
392207,2009-05-03,1,bb mccullum,kolkata knight riders,punjab kings,30,1,0,1,63.33333333333333,10,20.5,160.15625,6.0,20.5,51.20238095238094,1,7.0,1,0,19
392211,2009-05-05,1,bb mccullum,kolkata knight riders,delhi capitals,28,1,3,1,121.42857142857142,11,20.363636363636363,141.77215189873417,5.6,7.9,37.619047619047606,0,0.0,1,0,34
392219,2009-05-10,1,bb mccullum,kolkata knight riders,delhi capitals,3,0,1,1,200.0,12,21.5,138.70967741935485,11.8,10.8,55.23809523809522,1,34.0,1,0,6
392221,2009-05-12,1,bb mccullum,kolkata knight riders,royal challengers bangalore,63,10,2,0,131.74603174603175,13,20.307692307692307,139.68253968253967,12.8,9.1,91.23809523809521,2,20.0,1,0,83
392228,2009-05-16,1,bb mccullum,kolkata knight riders,sunrisers hyderabad,17,1,1,1,111.76470588235294,14,24.785714285714285,137.6984126984127,29.4,17.3,117.58730158730157,2,114.0,1,0,19
392231,2009-05-18,2,bb mccullum,kolkata knight riders,chennai super kings,47,11,3,1,172.3404255319149,15,24.4,136.05947955390334,32.2,19.1,125.65452847805787,1,25.0,0,0,81
392233,2009-05-20,2,bb mccullum,kolkata knight riders,rajasthan royals,4,2,0,1,225.0,16,27.9375,141.45569620253164,44.6,25.1,147.45594691777416,1,104.0,0,0,9
419144,2010-04-07,1,bb mccullum,kolkata knight riders,delhi capitals,7,0,0,0,85.71428571428571,17,26.823529411764707,142.5,39.6,25.7,168.1702326320599,2,6.0,1,0,6
419148,2010-04-10,1,bb mccullum,kolkata knight riders,royal challengers bangalore,35,5,2,1,125.71428571428571,18,25.666666666666668,141.28440366972478,39.6,26.2,145.31308977491702,3,15.333333333333334,1,0,44
419153,2010-04-13,1,bb mccullum,kolkata knight riders,chennai super kings,4,0,0,1,0.0,19,26.63157894736842,139.7790055248619,31.8,30.6,144.10674056856783,2,136.0,1,0,0
419158,2010-04-17,2,bb mccullum,kolkata knight riders,rajasthan royals,6,1,0,1,83.33333333333334,20,25.3,138.25136612021856,28.0,30.1,121.75379939209725,2,52.0,0,0,5
419161,2010-04-19,2,bb mccullum,kolkata knight riders,mumbai indians,52,8,0,0,103.84615384615385,21,24.333333333333332,137.36559139784944,12.8,28.7,103.95238095238092,3,5.666666666666667,0,0,54
501200,2011-04-09,1,bb mccullum,defunct_kochi_tuskers,royal challengers bangalore,30,4,2,1,143.33333333333334,22,25.681818181818183,133.25471698113208,21.8,30.7,79.72161172161171,4,15.25,1,0,43
501207,2011-04-13,1,bb mccullum,defunct_kochi_tuskers,defunct_pune_warriors,1,0,0,1,0.0,23,26.434782608695652,133.92070484581498,29.2,34.4,91.24542124542123,0,0.0,1,0,0
501210,2011-04-15,2,bb mccullum,defunct_kochi_tuskers,mumbai indians,60,10,2,1,135.0,24,25.333333333333332,133.6263736263736,20.4,26.1,66.10256410256409,4,0.0,0,0,81
501215,2011-04-18,2,bb mccullum,defunct_kochi_tuskers,chennai super kings,32,4,3,1,143.75,25,27.56,133.7864077669903,36.6,32.3,93.10256410256409,3,47.333333333333336,0,0,46
501219,2011-04-20,1,bb mccullum,defunct_kochi_tuskers,kolkata knight riders,19,2,1,1,121.05263157894737,26,28.26923076923077,134.36928702010968,44.8,28.8,105.18589743589742,0,0.0,1,0,23
501229,2011-04-27,2,bb mccullum,defunct_kochi_tuskers,sunrisers hyderabad,4,0,0,1,0.0,27,28.074074074074073,133.92226148409893,38.6,30.2,108.62719298245611,3,7.666666666666667,0,0,0
501233,2011-04-30,2,bb mccullum,defunct_kochi_tuskers,delhi capitals,7,1,0,1,100.0,28,27.071428571428573,132.98245614035088,30.0,29.6,79.96052631578945,3,8.333333333333334,0,0,7
501238,2011-05-02,2,bb mccullum,defunct_kochi_tuskers,delhi capitals,17,4,1,1,158.8235294117647,29,26.379310344827587,132.58232235701905,31.4,25.9,99.96052631578945,4,13.25,0,0,27
501242,2011-05-05,1,bb mccullum,defunct_kochi_tuskers,kolkata knight riders,8,0,0,1,12.5,30,26.4,133.33333333333331,20.6,28.6,104.72523219814238,1,80.0,1,0,1
501247,2011-05-08,1,bb mccullum,defunct_kochi_tuskers,royal challengers bangalore,16,3,0,1,137.5,31,25.580645161290324,131.72757475083057,11.6,28.2,78.47523219814238,5,4.8,1,0,22
501254,2011-05-13,1,bb mccullum,defunct_kochi_tuskers,punjab kings,27,2,2,1,118.5185185185185,32,25.46875,131.87702265372167,11.4,25.0,81.7647058823529,2,168.5,1,0,32
501258,2011-05-15,2,bb mccullum,defunct_kochi_tuskers,rajasthan royals,12,1,4,1,241.66666666666666,33,25.666666666666668,131.31782945736435,17.8,23.9,105.46840958605662,3,24.0,0,0,29
501261,2011-05-18,2,bb mccullum,defunct_kochi_tuskers,chennai super kings,32,3,0,1,93.75,34,25.764705882352942,133.33333333333331,22.2,26.8,133.80174291938994,4,11.5,0,0,30
548307,2012-04-05,1,bb mccullum,kolkata knight riders,delhi capitals,7,2,0,1,128.57142857142858,35,25.885714285714286,131.49492017416546,22.8,21.7,120.78703703703702,5,36.0,1,0,9
548312,2012-04-08,2,bb mccullum,kolkata knight riders,rajasthan royals,3,0,0,1,66.66666666666666,36,25.416666666666668,131.4655172413793,24.4,18.0,144.00132275132273,4,22.25,0,0,2
548328,2012-04-18,2,bb mccullum,kolkata knight riders,punjab kings,18,3,0,1,83.33333333333334,37,24.783783783783782,131.1874105865522,20.4,15.9,129.83465608465605,3,16.0,0,0,15
548335,2012-04-22,2,bb mccullum,kolkata knight riders,sunrisers hyderabad,9,1,0,1,111.11111111111111,38,24.526315789473685,129.98605299860532,17.0,17.4,122.79761904761901,4,21.75,0,0,10
548344,2012-04-28,1,bb mccullum,kolkata knight riders,royal challengers bangalore,36,8,0,1,119.44444444444444,39,24.153846153846153,129.75206611570246,13.2,17.7,96.68650793650791,6,5.833333333333333,1,0,43
548347,2012-04-30,2,bb mccullum,kolkata knight riders,chennai super kings,8,0,0,1,25.0,40,24.625,129.26509186351706,15.8,19.3,101.8253968253968,5,76.0,0,0,2
548353,2012-05-05,1,bb mccullum,kolkata knight riders,defunct_pune_warriors,40,5,1,1,102.49999999999999,41,24.073170731707318,128.1818181818182,14.4,19.4,81.11111111111109,1,182.0,1,0,41
548357,2012-05-07,2,bb mccullum,kolkata knight riders,delhi capitals,42,6,0,1,123.80952380952381,42,24.476190476190474,126.91358024691357,22.2,21.3,88.27777777777776,6,6.833333333333333,0,0,52
548368,2012-05-14,1,bb mccullum,kolkata knight riders,chennai super kings,29,4,1,1,127.58620689655173,43,25.11627906976744,126.7605633802817,29.6,23.3,96.37301587301585,6,23.5,1,0,37
548370,2012-05-16,1,bb mccullum,kolkata knight riders,mumbai indians,5,0,0,1,20.0,44,25.386363636363637,126.78774120317821,35.0,24.1,99.66803503010397,5,43.8,1,0,1
548375,2012-05-19,1,bb mccullum,kolkata knight riders,defunct_pune_warriors,43,5,0,1,95.34883720930233,45,24.844444444444445,126.18510158013545,26.6,21.2,79.77914614121508,2,71.5,1,0,41
548378,2012-05-22,1,bb mccullum,kolkata knight riders,delhi capitals,35,2,1,1,88.57142857142857,46,25.195652173913043,124.75780409041981,34.4,24.4,93.84891358307554,7,11.714285714285714,1,0,31
598034,2013-04-28,2,bb mccullum,kolkata knight riders,chennai super kings,7,1,0,1,85.71428571428571,47,25.319148936170212,123.44398340248964,32.4,27.3,91.06319929736127,7,24.571428571428573,0,0,6
729283,2014-04-18,1,bb mccullum,chennai super kings,punjab kings,40,4,4,1,145.0,48,24.916666666666668,123.17198764160659,23.2,26.4,83.44415167831364,4,56.25,1,0,58
729293,2014-04-21,1,bb mccullum,chennai super kings,delhi capitals,9,1,0,1,100.0,49,25.591836734693878,124.03560830860533,27.4,31.2,86.9269102990033,8,18.125,1,0,9
729297,2014-04-23,1,bb mccullum,chennai super kings,rajasthan royals,10,0,0,1,60.0,50,25.26,123.82352941176471,29.0,27.8,102.9269102990033,5,36.2,1,0,6
729303,2014-04-25,2,bb mccullum,chennai super kings,mumbai indians,50,8,2,0,136.0,51,24.88235294117647,123.20388349514563,22.0,28.2,95.85714285714282,6,9.0,0,0,68
729311,2014-04-27,2,bb mccullum,chennai super kings,sunrisers hyderabad,33,3,2,1,121.21212121212122,52,25.71153846153846,123.79629629629629,29.4,30.9,105.34285714285711,5,42.2,0,0,40
733971,2014-05-02,1,bb mccullum,chennai super kings,kolkata knight riders,40,5,2,1,140.0,53,25.9811320754717,123.71967654986523,36.2,29.7,112.44242424242422,2,37.5,1,0,56
733981,2014-05-05,2,bb mccullum,chennai super kings,delhi capitals,35,5,0,1,91.42857142857143,54,26.537037037037038,124.28447528187337,35.8,31.6,111.44242424242422,9,8.88888888888889,0,0,32
733987,2014-05-07,2,bb mccullum,chennai super kings,punjab kings,27,3,0,0,118.5185185185185,55,26.636363636363637,123.31649831649831,40.4,34.7,109.72813852813852,5,42.6,0,0,32
733995,2014-05-10,2,bb mccullum,chennai super kings,mumbai indians,11,1,1,1,118.18181818181819,56,26.732142857142858,123.20987654320987,45.6,33.8,121.43184223184221,7,25.285714285714285,0,0,13
734003,2014-05-13,2,bb mccullum,chennai super kings,rajasthan royals,3,0,1,1,200.0,57,26.49122807017544,123.16476345840131,34.6,32.0,117.86820586820586,6,37.333333333333336,0,0,6
734013,2014-05-18,1,bb mccullum,chennai super kings,royal challengers bangalore,13,1,2,1,146.15384615384613,58,26.137931034482758,123.35231895850285,27.8,32.0,133.6257816257816,7,8.571428571428571,1,0,19
734023,2014-05-20,1,bb mccullum,chennai super kings,kolkata knight riders,24,1,2,1,116.66666666666667,59,26.016949152542374,123.59098228663446,20.4,28.1,134.85655085655083,3,133.0,1,0,28
734045,2014-05-28,2,bb mccullum,chennai super kings,mumbai indians,11,0,2,1,127.27272727272727,60,26.05,123.45971563981041,19.6,30.0,139.90416990416986,8,13.5,0,0,14
734047,2014-05-30,2,bb mccullum,chennai super kings,punjab kings,15,0,0,1,73.33333333333333,61,25.852459016393443,123.49256068911512,16.0,30.8,141.65501165501163,6,39.666666666666664,0,0,11
829707,2015-04-09,1,bb mccullum,chennai super kings,delhi capitals,2,1,0,1,200.0,62,25.612903225806452,122.91021671826626,15.6,25.1,132.68531468531464,10,18.8,1,0,4
