match_id,date,batsman,venue,batting_team,bowling_team,runs_scored,balls_faced,strike_rate,avg_runs_last_3,avg_runs_last_5,venue_avg_runs,career_runs,career_avg,next_match_runs
346,2012-04-29,A Ashish Reddy,Wankhede Stadium,Deccan Chargers,Mumbai Indians,10,10,100.0,10.0,10.0,10.0,280,12.173913043478262,3.0
352,2012-05-04,A Ashish Reddy,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,Chennai Super Kings,3,3,100.0,6.5,6.5,19.5,280,12.173913043478262,8.0
359,2012-05-08,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,8,8,100.0,7.0,7.0,8.454545454545455,280,12.173913043478262,10.0
373,2012-05-18,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,10,4,250.0,7.0,7.75,8.454545454545455,280,12.173913043478262,4.0
376,2012-05-20,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,4,5,80.0,7.333333333333333,7.0,8.454545454545455,280,12.173913043478262,7.0
384,2013-04-05,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Pune Warriors,7,4,175.0,7.0,6.4,8.454545454545455,280,12.173913043478262,14.0
388,2013-04-07,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore,14,12,116.66666666666667,8.333333333333334,8.6,8.454545454545455,280,12.173913043478262,3.0
432,2013-04-09,A Ashish Reddy,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,3,4,75.0,8.0,7.6,17.5,280,12.173913043478262,16.0
394,2013-04-12,A Ashish Reddy,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,16,9,177.77777777777777,11.0,8.8,16.0,280,12.173913043478262,4.0
397,2013-04-14,A Ashish Reddy,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,4,5,80.0,7.666666666666667,8.8,4.0,280,12.173913043478262,19.0
402,2013-04-17,A Ashish Reddy,Subrata Roy Sahara Stadium,Sunrisers Hyderabad,Pune Warriors,19,15,126.66666666666666,13.0,11.2,19.0,280,12.173913043478262,7.0
405,2013-04-19,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,7,7,100.0,10.0,9.8,8.454545454545455,280,12.173913043478262,36.0
414,2013-04-25,A Ashish Reddy,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings,36,16,225.0,20.666666666666668,16.4,19.5,280,12.173913043478262,14.0
416,2013-04-27,A Ashish Reddy,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,14,11,127.27272727272727,19.0,16.0,14.0,280,12.173913043478262,5.0
428,2013-05-04,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,5,7,71.42857142857143,18.333333333333332,16.2,8.454545454545455,280,12.173913043478262,13.0
529,2015-04-16,A Ashish Reddy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals,13,9,144.44444444444443,10.666666666666666,15.0,14.0,280,12.173913043478262,15.0
531,2015-04-18,A Ashish Reddy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Daredevils,15,8,187.5,11.0,16.6,14.0,280,12.173913043478262,22.0
544,2015-04-27,A Ashish Reddy,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,22,8,275.0,16.666666666666668,13.8,22.0,280,12.173913043478262,6.0
551,2015-05-02,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,6,6,100.0,14.333333333333334,12.2,8.454545454545455,280,12.173913043478262,17.0
572,2015-05-17,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,17,15,113.33333333333333,15.0,14.6,8.454545454545455,280,12.173913043478262,32.0
580,2016-04-12,A Ashish Reddy,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,32,18,177.77777777777777,18.333333333333332,18.4,17.5,280,12.173913043478262,13.0
584,2016-04-16,A Ashish Reddy,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders,13,9,144.44444444444443,20.666666666666668,18.0,8.454545454545455,280,12.173913043478262,2.0
373,2012-05-18,A Chandila,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,Deccan Chargers,0,1,0.0,0.0,0.0,0.0,4,2.0,4.0
88,2008-05-08,A Chopra,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,2,5,40.0,2.0,2.0,5.666666666666667,53,8.833333333333334,24.0
92,2008-05-11,A Chopra,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,24,25,96.0,13.0,13.0,24.0,53,8.833333333333334,13.0
95,2008-05-13,A Chopra,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,13,18,72.22222222222221,13.0,13.0,5.666666666666667,53,8.833333333333334,1.0
99,2008-05-16,A Chopra,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,1,4,25.0,12.666666666666666,10.0,1.0,53,8.833333333333334,2.0
112,2008-05-25,A Chopra,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,2,3,66.66666666666666,5.333333333333333,8.4,5.666666666666667,53,8.833333333333334,11.0
1,2017-04-05,A Choudhary,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,Sunrisers Hyderabad,6,2,300.0,6.0,6.0,6.0,25,8.333333333333334,15.0
30,2017-04-27,A Choudhary,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions,15,12,125.0,10.5,10.5,9.5,25,8.333333333333334,4.0
118,2009-04-18,A Flintoff,Newlands,Chennai Super Kings,Mumbai Indians,24,25,96.0,24.0,24.0,24.0,62,20.666666666666668,22.0
122,2009-04-20,A Flintoff,St George's Park,Chennai Super Kings,Royal Challengers Bangalore,22,14,157.14285714285714,23.0,23.0,22.0,62,20.666666666666668,16.0
84,2008-05-05,A Kumble,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,3,7,42.857142857142854,3.0,3.0,1.6666666666666667,35,2.3333333333333335,0.0
94,2008-05-12,A Kumble,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab,0,1,0.0,1.5,1.5,0.0,35,2.3333333333333335,8.0
101,2008-05-17,A Kumble,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,8,8,100.0,3.6666666666666665,3.6666666666666665,8.0,35,2.3333333333333335,2.0
107,2008-05-21,A Kumble,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,2,1,200.0,3.3333333333333335,3.25,2.0,35,2.3333333333333335,1.0
122,2009-04-20,A Kumble,St George's Park,Royal Challengers Bangalore,Chennai Super Kings,1,5,20.0,3.6666666666666665,2.8,4.0,35,2.3333333333333335,1.0
124,2009-04-22,A Kumble,Newlands,Royal Challengers Bangalore,Deccan Chargers,1,1,100.0,1.3333333333333333,2.4,1.0,35,2.3333333333333335,5.0
127,2009-04-24,A Kumble,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,5,3,166.66666666666669,2.3333333333333335,3.4,3.0,35,2.3333333333333335,1.0
139,2009-05-01,A Kumble,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab,1,4,25.0,2.3333333333333335,2.0,3.0,35,2.3333333333333335,7.0
153,2009-05-10,A Kumble,St George's Park,Royal Challengers Bangalore,Mumbai Indians,7,6,116.66666666666667,4.333333333333333,3.0,4.0,35,2.3333333333333335,1.0
174,2009-05-24,A Kumble,New Wanderers Stadium,Royal Challengers Bangalore,Deccan Chargers,1,1,100.0,3.0,3.0,1.0,35,2.3333333333333335,1.0
197,2010-03-25,A Kumble,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,1,1,100.0,3.0,3.0,1.6666666666666667,35,2.3333333333333335,1.0
209,2010-04-04,A Kumble,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,1,1,100.0,1.0,2.2,1.0,35,2.3333333333333335,2.0
220,2010-04-12,A Kumble,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,Deccan Chargers,2,4,50.0,1.3333333333333333,2.4,2.0,35,2.3333333333333335,1.0
226,2010-04-17,A Kumble,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,1,3,33.33333333333333,1.3333333333333333,1.2,1.6666666666666667,35,2.3333333333333335,1.0
93,2008-05-11,A Mishra,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals,4,5,80.0,4.0,4.0,12.5,340,6.938775510204081,31.0
95,2008-05-13,A Mishra,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,31,32,96.875,17.5,17.5,10.2,340,6.938775510204081,2.0
115,2008-05-30,A Mishra,Wankhede Stadium,Delhi Daredevils,Rajasthan Royals,2,5,40.0,12.333333333333334,12.333333333333334,7.0,340,6.938775510204081,0.0
133,2009-04-28,A Mishra,SuperSport Park,Delhi Daredevils,Rajasthan Royals,0,4,0.0,11.0,9.25,4.333333333333333,340,6.938775510204081,11.0
141,2009-05-02,A Mishra,New Wanderers Stadium,Delhi Daredevils,Chennai Super Kings,11,8,137.5,4.333333333333333,9.6,11.0,340,6.938775510204081,2.0
158,2009-05-13,A Mishra,Kingsmead,Delhi Daredevils,Deccan Chargers,2,3,66.66666666666666,4.333333333333333,9.2,2.0,340,6.938775510204081,13.0
170,2009-05-21,A Mishra,SuperSport Park,Delhi Daredevils,Mumbai Indians,13,4,325.0,8.666666666666666,5.6,4.333333333333333,340,6.938775510204081,0.0
172,2009-05-22,A Mishra,SuperSport Park,Delhi Daredevils,Deccan Chargers,0,1,0.0,5.0,5.2,4.333333333333333,340,6.938775510204081,3.0
183,2010-03-17,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,3,5,60.0,5.333333333333333,5.8,7.0,340,6.938775510204081,6.0
185,2010-03-19,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,6,3,200.0,3.0,4.8,7.0,340,6.938775510204081,0.0
189,2010-03-21,A Mishra,Barabati Stadium,Delhi Daredevils,Deccan Chargers,0,1,0.0,3.0,4.4,0.5,340,6.938775510204081,4.0
213,2010-04-07,A Mishra,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,4,6,66.66666666666666,3.3333333333333335,2.6,10.2,340,6.938775510204081,10.0
218,2010-04-11,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,10,12,83.33333333333334,4.666666666666667,4.6,7.0,340,6.938775510204081,12.0
221,2010-04-13,A Mishra,Brabourne Stadium,Delhi Daredevils,Mumbai Indians,12,17,70.58823529411765,8.666666666666666,6.4,6.5,340,6.938775510204081,4.0
229,2010-04-18,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,4,10,40.0,8.666666666666666,6.0,7.0,340,6.938775510204081,2.0
236,2011-04-09,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,2,2,100.0,6.0,6.4,7.142857142857143,340,6.938775510204081,12.0
240,2011-04-11,A Mishra,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,12,6,200.0,6.0,8.0,10.2,340,6.938775510204081,0.0
249,2011-04-16,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,0,1,0.0,4.666666666666667,6.0,7.142857142857143,340,6.938775510204081,25.0
260,2011-04-24,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Mumbai Indians,25,19,131.57894736842107,12.333333333333334,8.6,7.142857142857143,340,6.938775510204081,0.0
265,2011-04-27,A Mishra,Nehru Stadium,Deccan Chargers,Kochi Tuskers Kerala,0,1,0.0,8.333333333333334,7.8,0.0,340,6.938775510204081,2.0
272,2011-05-01,A Mishra,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,Chennai Super Kings,2,5,40.0,9.0,7.8,7.0,340,6.938775510204081,9.0
275,2011-05-03,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kolkata Knight Riders,9,10,90.0,3.6666666666666665,7.2,7.142857142857143,340,6.938775510204081,0.0
286,2011-05-10,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Pune Warriors,0,1,0.0,3.6666666666666665,7.2,7.142857142857143,340,6.938775510204081,18.0
292,2011-05-14,A Mishra,Wankhede Stadium,Deccan Chargers,Mumbai Indians,18,7,257.14285714285717,9.0,5.8,7.0,340,6.938775510204081,0.0
316,2012-04-09,A Mishra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians,0,2,0.0,6.0,5.8,0.5,340,6.938775510204081,6.0
323,2012-04-19,A Mishra,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,6,7,85.71428571428571,8.0,6.6,7.0,340,6.938775510204081,1.0
337,2012-04-22,A Mishra,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,1,1,100.0,2.3333333333333335,5.0,0.5,340,6.938775510204081,1.0
346,2012-04-29,A Mishra,Wankhede Stadium,Deccan Chargers,Mumbai Indians,1,6,16.666666666666664,2.6666666666666665,5.2,7.0,340,6.938775510204081,8.0
359,2012-05-08,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab,8,5,160.0,3.3333333333333335,3.2,7.142857142857143,340,6.938775510204081,16.0
394,2013-04-12,A Mishra,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils,16,14,114.28571428571428,8.333333333333334,6.4,7.0,340,6.938775510204081,1.0
397,2013-04-14,A Mishra,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,1,1,100.0,8.333333333333334,5.4,10.2,340,6.938775510204081,30.0
402,2013-04-17,A Mishra,Subrata Roy Sahara Stadium,Sunrisers Hyderabad,Pune Warriors,30,26,115.38461538461537,15.666666666666666,11.2,30.0,340,6.938775510204081,15.0
414,2013-04-25,A Mishra,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,Chennai Super Kings,15,21,71.42857142857143,15.333333333333334,14.0,7.0,340,6.938775510204081,21.0
416,2013-04-27,A Mishra,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals,21,33,63.63636363636363,22.0,16.6,12.5,340,6.938775510204081,6.0
435,2013-05-08,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Chennai Super Kings,6,8,75.0,14.0,14.6,7.142857142857143,340,6.938775510204081,4.0
466,2014-04-22,A Mishra,Sharjah Cricket Stadium,Sunrisers Hyderabad,Kings XI Punjab,4,5,80.0,10.333333333333334,15.2,4.0,340,6.938775510204081,0.0
487,2014-05-08,A Mishra,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,Rajasthan Royals,0,2,0.0,3.3333333333333335,9.2,0.0,340,6.938775510204081,4.0
519,2015-04-09,A Mishra,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,4,5,80.0,2.6666666666666665,7.0,7.0,340,6.938775510204081,1.0
535,2015-04-20,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,1,1,100.0,1.6666666666666667,3.0,7.0,340,6.938775510204081,2.0
543,2015-04-26,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore,2,4,50.0,2.3333333333333335,2.2,7.0,340,6.938775510204081,1.0
553,2015-05-03,A Mishra,Brabourne Stadium,Delhi Daredevils,Rajasthan Royals,1,3,33.33333333333333,1.3333333333333333,1.6,6.5,340,6.938775510204081,3.0
578,2016-04-10,A Mishra,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,3,9,33.33333333333333,2.0,2.2,10.2,340,6.938775510204081,1.0
623,2016-05-15,A Mishra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,Mumbai Indians,1,5,20.0,1.6666666666666667,1.6,0.5,340,6.938775510204081,8.0
5,2017-04-08,A Mishra,M Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore,8,14,57.14285714285714,4.0,3.0,8.0,340,6.938775510204081,4.0
35,2017-04-30,A Mishra,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,4,11,36.36363636363637,4.333333333333333,3.4,4.0,340,6.938775510204081,9.0
44,2017-05-06,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,9,15,60.0,7.0,5.0,7.0,340,6.938775510204081,8.0
49,2017-05-10,A Mishra,Green Park,Delhi Daredevils,Gujarat Lions,8,2,400.0,7.0,6.0,8.0,340,6.938775510204081,13.0
51,2017-05-12,A Mishra,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiant,13,10,130.0,10.0,8.4,7.0,340,6.938775510204081,7.0
209,2010-04-04,A Mithun,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,5,4,125.0,5.0,5.0,2.5,34,5.666666666666667,0.0
263,2011-04-26,A Mithun,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,0,2,0.0,2.5,2.5,2.5,34,5.666666666666667,6.0
280,2011-05-06,A Mithun,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,6,3,200.0,3.6666666666666665,3.6666666666666665,6.0,34,5.666666666666667,10.0
296,2011-05-17,A Mithun,Himachal Pradesh Cricket Association Stadium,Royal Challengers Bangalore,Kings XI Punjab,10,7,142.85714285714286,5.333333333333333,5.25,10.0,34,5.666666666666667,11.0
307,2011-05-28,A Mithun,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,11,8,137.5,9.0,6.4,11.0,34,5.666666666666667,2.0
110,2008-05-24,A Mukund,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,0,1,0.0,0.0,0.0,0.0,19,9.5,19.0
67,2008-04-23,A Nehra,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,Chennai Super Kings,1,2,50.0,1.0,1.0,0.3333333333333333,41,2.411764705882353,2.0
69,2008-04-25,A Nehra,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kings XI Punjab,2,10,20.0,1.5,1.5,2.0,41,2.411764705882353,0.0
106,2008-05-21,A Nehra,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,0,1,0.0,1.0,1.0,0.3333333333333333,41,2.411764705882353,1.0
161,2009-05-15,A Nehra,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab,1,1,100.0,1.0,1.0,1.0,41,2.411764705882353,1.0
218,2010-04-11,A Nehra,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,1,4,25.0,0.6666666666666666,1.0,11.5,41,2.411764705882353,22.0
229,2010-04-18,A Nehra,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers,22,16,137.5,8.0,5.2,11.5,41,2.411764705882353,2.0
321,2012-04-12,A Nehra,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,Kings XI Punjab,2,5,40.0,8.333333333333334,5.2,2.0,41,2.411764705882353,9.0
365,2012-05-13,A Nehra,Sawai Mansingh Stadium,Pune Warriors,Rajasthan Royals,9,8,112.5,11.0,7.0,9.0,41,2.411764705882353,0.0
382,2013-04-03,A Nehra,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders,0,1,0.0,3.6666666666666665,6.8,0.5,41,2.411764705882353,1.0
390,2013-04-09,A Nehra,Wankhede Stadium,Delhi Daredevils,Mumbai Indians,1,5,20.0,3.3333333333333335,6.8,0.3333333333333333,41,2.411764705882353,0.0
428,2013-05-04,A Nehra,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Sunrisers Hyderabad,0,1,0.0,0.3333333333333333,2.4,0.5,41,2.411764705882353,0.0
446,2013-05-14,A Nehra,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,0,1,0.0,0.3333333333333333,2.0,0.3333333333333333,41,2.411764705882353,0.0
538,2015-04-22,A Nehra,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,0,1,0.0,0.0,0.2,0.0,41,2.411764705882353,1.0
527,2015-04-30,A Nehra,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,1,4,25.0,0.3333333333333333,0.4,0.5,41,2.411764705882353,0.0
554,2015-05-04,A Nehra,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,0,1,0.0,0.3333333333333333,0.2,0.3333333333333333,41,2.411764705882353,0.0
573,2015-05-19,A Nehra,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,0,1,0.0,0.3333333333333333,0.2,0.3333333333333333,41,2.411764705882353,1.0
165,2009-05-17,A Singh,OUTsurance Oval,Rajasthan Royals,Delhi Daredevils,0,1,0.0,0.0,0.0,0.0,2,0.4,1.0
168,2009-05-20,A Singh,Kingsmead,Rajasthan Royals,Kolkata Knight Riders,1,2,50.0,0.5,0.5,1.0,2,0.4,0.0
251,2011-04-17,A Singh,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,0,2,0.0,0.3333333333333333,0.3333333333333333,0.0,2,0.4,1.0
285,2011-05-09,A Singh,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,1,2,50.0,0.6666666666666666,0.5,1.0,2,0.4,0.0
64,2008-04-20,A Symonds,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,32,41,78.04878048780488,32.0,32.0,38.5,974,27.055555555555557,12.0
66,2008-04-22,A Symonds,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,12,13,92.3076923076923,22.0,22.0,57.666666666666664,974,27.055555555555557,117.0
68,2008-04-24,A Symonds,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,117,57,205.26315789473685,53.666666666666664,53.666666666666664,57.666666666666664,974,27.055555555555557,60.0
151,2009-05-09,A Symonds,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab,60,37,162.16216216216216,63.0,55.25,45.0,974,27.055555555555557,30.0
155,2009-05-11,A Symonds,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals,30,19,157.89473684210526,69.0,50.2,45.0,974,27.055555555555557,41.0
158,2009-05-13,A Symonds,Kingsmead,Deccan Chargers,Delhi Daredevils,41,23,178.26086956521738,43.666666666666664,52.0,41.0,974,27.055555555555557,18.0
163,2009-05-16,A Symonds,New Wanderers Stadium,Deccan Chargers,Kolkata Knight Riders,18,13,138.46153846153845,29.666666666666668,53.2,25.333333333333332,974,27.055555555555557,25.0
164,2009-05-17,A Symonds,New Wanderers Stadium,Deccan Chargers,Kings XI Punjab,25,26,96.15384615384616,28.0,34.8,25.333333333333332,974,27.055555555555557,18.0
171,2009-05-21,A Symonds,SuperSport Park,Deccan Chargers,Royal Challengers Bangalore,18,17,105.88235294117648,20.333333333333332,26.4,21.0,974,27.055555555555557,24.0
172,2009-05-22,A Symonds,SuperSport Park,Deccan Chargers,Delhi Daredevils,24,15,160.0,22.333333333333332,25.2,21.0,974,27.055555555555557,33.0
174,2009-05-24,A Symonds,New Wanderers Stadium,Deccan Chargers,Royal Challengers Bangalore,33,21,157.14285714285714,25.0,23.6,25.333333333333332,974,27.055555555555557,5.0
175,2010-03-12,A Symonds,Dr DY Patil Sports Academy,Deccan Chargers,Kolkata Knight Riders,5,9,55.55555555555556,20.666666666666668,21.0,6.8,974,27.055555555555557,50.0
179,2010-03-14,A Symonds,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,Chennai Super Kings,50,46,108.69565217391303,29.333333333333332,26.0,50.0,974,27.055555555555557,53.0
186,2010-03-19,A Symonds,Barabati Stadium,Deccan Chargers,Kings XI Punjab,53,38,139.4736842105263,36.0,33.0,44.0,974,27.055555555555557,35.0
189,2010-03-21,A Symonds,Barabati Stadium,Deccan Chargers,Delhi Daredevils,35,24,145.83333333333331,46.0,35.2,44.0,974,27.055555555555557,22.0
195,2010-03-26,A Symonds,"Sardar Patel Stadium, Motera",Deccan Chargers,Rajasthan Royals,22,15,146.66666666666666,36.666666666666664,33.0,22.0,974,27.055555555555557,1.0
199,2010-03-28,A Symonds,Dr DY Patil Sports Academy,Deccan Chargers,Mumbai Indians,1,7,14.285714285714285,19.333333333333332,32.2,6.8,974,27.055555555555557,45.0
204,2010-04-01,A Symonds,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,45,39,115.38461538461537,22.666666666666668,31.2,38.5,974,27.055555555555557,21.0
207,2010-04-03,A Symonds,Brabourne Stadium,Deccan Chargers,Mumbai Indians,21,19,110.5263157894737,22.333333333333332,24.8,21.0,974,27.055555555555557,15.0
210,2010-04-05,A Symonds,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Rajasthan Royals,15,20,75.0,27.0,20.8,20.333333333333332,974,27.055555555555557,53.0
214,2010-04-08,A Symonds,M Chinnaswamy Stadium,Deccan Chargers,Royal Challengers Bangalore,53,25,212.0,29.666666666666668,27.0,53.0,974,27.055555555555557,27.0
216,2010-04-10,A Symonds,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Chennai Super Kings,27,25,108.0,31.666666666666668,32.2,20.333333333333332,974,27.055555555555557,19.0
220,2010-04-12,A Symonds,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Royal Challengers Bangalore,19,21,90.47619047619048,33.0,27.0,20.333333333333332,974,27.055555555555557,4.0
225,2010-04-16,A Symonds,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,Kings XI Punjab,4,7,57.14285714285714,16.666666666666668,23.6,4.0,974,27.055555555555557,54.0
229,2010-04-18,A Symonds,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,54,30,180.0,25.666666666666668,31.4,54.0,974,27.055555555555557,23.0
232,2010-04-22,A Symonds,Dr DY Patil Sports Academy,Deccan Chargers,Chennai Super Kings,23,23,100.0,27.0,25.4,6.8,974,27.055555555555557,2.0
233,2010-04-24,A Symonds,Dr DY Patil Sports Academy,Deccan Chargers,Royal Challengers Bangalore,2,8,25.0,26.333333333333332,20.4,6.8,974,27.055555555555557,16.0
254,2011-04-20,A Symonds,Wankhede Stadium,Mumbai Indians,Pune Warriors,16,15,106.66666666666667,13.666666666666666,19.8,12.6,974,27.055555555555557,31.0
257,2011-04-22,A Symonds,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,31,29,106.89655172413792,16.333333333333332,25.2,12.6,974,27.055555555555557,44.0
260,2011-04-24,A Symonds,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Deccan Chargers,44,33,133.33333333333331,30.333333333333332,23.2,57.666666666666664,974,27.055555555555557,17.0
267,2011-04-29,A Symonds,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals,17,27,62.96296296296296,30.666666666666668,22.0,17.0,974,27.055555555555557,4.0
273,2011-05-02,A Symonds,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,4,6,66.66666666666666,21.666666666666668,22.4,12.6,974,27.055555555555557,3.0
277,2011-05-04,A Symonds,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,3,3,100.0,8.0,19.8,6.8,974,27.055555555555557,4.0
