player,match_id,date,team,opponent,venue,city,season,runs,balls_faced,boundaries,got_out,innings,strike_rate,batting_first,target_runs,target_balls_faced,target_strike_rate,next_opponent,next_venue,runs_last_3,runs_last_5,runs_last_10,balls_faced_last_3,balls_faced_last_5,balls_faced_last_10,strike_rate_last_3,strike_rate_last_5,strike_rate_last_10,boundaries_last_3,boundaries_last_5,boundaries_last_10,career_runs,career_matches,career_avg_runs,career_total_balls,career_strike_rate,career_boundaries,career_boundary_percentage,career_dismissals,venue_runs_avg,venue_strike_rate_avg,venue_matches_played,venue_familiar,vs_opponent_runs_avg,vs_opponent_strike_rate_avg,vs_opponent_matches,is_home_match,days_since_last_match,season_matches,form_indicator,performance_trend,runs_std_last_10,consistency_score,boundary_dependency,momentum_score,experience_level
Y Nagar,548364,2012-05-12,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,2012,44,47,2,0,1,93.61702127659576,1,0.0,0.0,0.0,unknown,unknown,15.333333333333334,14.0,12.0,12.0,11.2,9.6,125.95238095238096,100.8345864661654,95.703007518797,2.0,1.8,1.6,241.0,19,12.68421052631579,212.0,113.67924528301889,27.0,12.735849056603774,15.0,0.0,0.0,0.0,0,10.0,50.0,2.0,0,5.0,7,2.8472265221878232,3.72,10.176225014982498,0.2003778268820037,0.32377104377104376,15.276,rookie
HH Gibbs,548370,2012-05-16,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai,2012,13,24,1,1,2,54.16666666666666,0,0.0,0.0,0.0,unknown,unknown,28.666666666666668,23.0,27.1,30.0,23.0,23.9,72.11906867079281,89.93810786914236,112.73538482590206,3.333333333333333,3.0,3.6,873.0,36,24.25,781.0,111.7797695262484,113.0,14.468629961587707,31.0,0.0,0.0,0.0,0,31.666666666666668,127.5549502746835,6.0,1,2.0,2,3.144116055513115,-2.0799999999999996,18.609734609129227,0.4538867911029102,0.34840714840714837,27.372000000000003,intermediate
SC Ganguly,548375,2012-05-19,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune,2012,5,8,0,1,2,62.5,0,0.0,0.0,0.0,unknown,unknown,17.333333333333332,22.6,20.8,19.0,24.2,21.4,76.87830687830687,81.96031746031744,83.42521367521367,2.0,2.6,2.7,1344.0,55,24.43636363636364,1249.0,107.60608486789432,179.0,14.331465172137712,53.0,15.0,75.0,1.0,0,15.166666666666666,76.84659090909092,6.0,1,6.0,14,0.2778838097817008,3.393333333333333,15.894093941531326,0.30257243599473327,0.21825396825396828,24.03066666666667,experienced
JD Ryder,548375,2012-05-19,Pune Warriors,Kolkata Knight Riders,Subrata Roy Sahara Stadium,Pune,2012,22,24,2,1,2,91.66666666666666,0,0.0,0.0,0.0,unknown,unknown,5.666666666666667,20.6,23.4,7.0,16.0,18.7,78.63247863247864,77.3549257759784,92.5313589918853,0.6666666666666666,2.6,2.9,582.0,28,20.785714285714285,431.0,135.03480278422273,86.0,19.95359628770301,28.0,0.0,0.0,0.0,0,51.0,150.0,1.0,1,6.0,10,8.350820105820105,-2.026666666666666,31.145536509176463,0.0,0.27590187590187587,25.870666666666665,intermediate
RP Singh,548379,2012-05-23,Mumbai Indians,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,2012,1,1,0,0,2,100.0,0,0.0,0.0,0.0,unknown,unknown,1.6666666666666667,1.2,1.0,2.333333333333333,2.4,2.3,86.66666666666667,72.0,52.0,0.0,0.0,0.0,51.0,27,1.8888888888888888,75.0,68.0,3.0,4.0,15.0,0.5,50.0,2.0,0,0.0,0.0,0.0,0,7.0,4,-1.2663418803418804,-0.16000000000000006,1.1547005383792506,0.0,0.0,0.784,intermediate
AL Menaria,598001,2013-04-06,Rajasthan Royals,Delhi Daredevils,Feroz Shah Kotla,Delhi,2013,1,2,0,1,1,50.0,1,0.0,0.0,0.0,unknown,unknown,15.666666666666666,19.8,18.0,13.333333333333334,17.6,16.7,118.1045751633987,113.19078742608156,98.18362900715844,1.6666666666666667,1.8,1.7,400.0,22,18.181818181818183,352.0,113.63636363636364,42.0,11.931818181818182,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,90.0,0,1.0061008582061213,-0.786666666666666,12.02774570177914,0.24627883806821962,0.3339682539682539,18.77466666666667,intermediate
RJ Harris,598014,2013-04-14,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,2013,2,3,0,0,1,66.66666666666666,1,0.0,0.0,0.0,unknown,unknown,6.0,4.0,4.9,4.333333333333333,3.2,5.1,103.33333333333331,82.0,88.08333333333334,0.6666666666666666,0.4,0.5,115.0,20,5.75,108.0,106.4814814814815,9.0,8.333333333333332,12.0,0.0,0.0,0.0,0,7.25,121.94444444444444,4.0,0,4.0,1,-1.0253138974888203,-1.4933333333333334,6.154492487425568,0.00087253963390362,0.10666666666666666,4.585333333333333,rookie
DB Ravi Teja,598013,2013-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata,2013,10,13,0,1,2,76.92307692307693,0,0.0,0.0,0.0,unknown,unknown,2.6666666666666665,19.6,14.9,2.6666666666666665,15.2,12.1,100.0,111.49051490514906,107.4198606271777,0.3333333333333333,2.4,1.7,365.0,24,15.208333333333334,302.0,120.86092715231788,44.0,14.56953642384106,19.0,0.0,0.0,0.0,0,7.0,100.0,1.0,0,9.0,1,4.883748353096179,4.186666666666666,19.38183571170584,0.06779654516981579,0.29333333333333333,20.113333333333333,intermediate
PC Valthaty,598021,2013-04-19,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2013,6,17,0,1,1,35.294117647058826,1,0.0,0.0,0.0,unknown,unknown,5.333333333333333,3.4,13.4,10.0,7.2,13.4,56.66666666666665,38.0,77.16470588235293,0.6666666666666666,0.4,2.1,499.0,22,22.681818181818183,397.0,125.6926952141058,81.0,20.40302267002519,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,90.0,0,-16.150574162679426,-11.76,18.367846302105697,0.036886465937555304,0.2333333333333333,8.256,intermediate
TM Dilshan,598033,2013-04-27,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai,2013,13,18,2,1,2,72.22222222222221,0,0.0,0.0,0.0,unknown,unknown,21.0,13.4,26.7,22.0,17.2,26.5,87.8258778258778,59.362193362193366,86.35225039510753,3.333333333333333,2.0,3.7,1140.0,49,23.26530612244898,983.0,115.97151576805696,162.0,16.480162767039673,40.0,26.0,113.0,2.0,0,0.0,0.0,0.0,0,4.0,4,-6.379091905957572,-16.119999999999997,23.912107579401862,0.044052576249692645,0.40428904428904433,16.572000000000003,intermediate
