player,match_id,date,team,opponent,venue,city,season,runs,balls_faced,boundaries,got_out,innings,strike_rate,batting_first,target_runs,target_balls_faced,target_strike_rate,next_opponent,next_venue,runs_last_3,runs_last_5,runs_last_10,balls_faced_last_3,balls_faced_last_5,balls_faced_last_10,strike_rate_last_3,strike_rate_last_5,strike_rate_last_10,boundaries_last_3,boundaries_last_5,boundaries_last_10,career_runs,career_matches,career_avg_runs,career_total_balls,career_strike_rate,career_boundaries,career_boundary_percentage,career_dismissals,venue_runs_avg,venue_strike_rate_avg,venue_matches_played,venue_familiar,vs_opponent_runs_avg,vs_opponent_strike_rate_avg,vs_opponent_matches,is_home_match,days_since_last_match,season_matches,form_indicator,performance_trend,runs_std_last_10,consistency_score,boundary_dependency,momentum_score,experience_level
TL Suman,598042,2013-05-02,Pune Warriors,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,Pune,2013,11,14,1,1,2,78.57142857142857,0,0.0,0.0,0.0,unknown,unknown,11.666666666666666,10.2,8.1,10.0,10.8,9.3,79.6825396825397,76.38095238095238,75.70573870573871,2.0,1.6,1.3,665.0,38,17.5,559.0,118.96243291592128,80.0,14.311270125223611,29.0,7.75,79.8992673992674,4.0,1,0.0,0.0,0.0,1,2.0,4,-9.752960607666491,1.1199999999999999,6.822348894951398,0.08233761419759564,0.44664031620553357,9.388,intermediate
OA Shah,598043,2013-05-03,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata,2013,24,22,2,1,1,109.09090909090908,1,0.0,0.0,0.0,unknown,unknown,19.0,12.4,19.7,18.666666666666668,13.2,16.2,102.32974910394266,79.49308755760369,102.49224768729644,1.0,0.6,2.2,482.0,21,22.95238095238096,366.0,131.69398907103823,55.0,15.027322404371583,12.0,0.0,0.0,0.0,0,24.0,112.47863247863248,3.0,0,4.0,1,-11.364060641800581,-13.780000000000001,21.74115401209829,0.03302659832107948,0.15238095238095237,14.34,intermediate
KC Sangakkara,598051,2013-05-08,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2013,3,9,0,1,2,33.33333333333333,0,0.0,0.0,0.0,unknown,unknown,11.0,12.6,13.3,13.0,14.0,15.3,85.71428571428571,84.76190476190474,80.06923223834988,1.3333333333333333,1.6,1.4,1684.0,67,25.13432835820896,1376.0,122.38372093023256,222.0,16.13372093023256,68.0,3.0,75.0,1.0,0,23.571428571428573,146.379564737621,7.0,1,4.0,8,-9.792256877657996,2.086666666666667,9.28619046398108,0.22533533897037303,0.3142857142857143,14.309333333333333,experienced
SR Tendulkar,598060,2013-05-13,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai,2013,38,31,4,1,2,122.58064516129032,0,0.0,0.0,0.0,unknown,unknown,26.0,20.2,22.5,19.666666666666668,16.2,17.9,123.38217338217338,115.36263736263736,108.70206853552412,4.333333333333333,3.4,3.6,2296.0,77,29.818181818181817,1910.0,120.20942408376962,321.0,16.80628272251309,70.0,31.27272727272728,108.25519747013546,22.0,1,14.0,116.66666666666669,1.0,1,2.0,13,-11.393885368228554,-0.5600000000000005,19.306015182378307,0.035143275525089,0.5984962406015037,18.419999999999998,experienced
DB Das,598061,2013-05-15,Kolkata Knight Riders,Pune Warriors,JSCA International Stadium Complex,Ranchi,2013,8,6,1,0,2,133.33333333333331,0,0.0,0.0,0.0,unknown,unknown,15.666666666666666,13.4,10.8,16.666666666666668,13.6,10.2,96.74639086403792,90.04783451842276,122.8474466709761,2.333333333333333,1.8,1.4,296.0,21,14.095238095238097,254.0,116.53543307086612,38.0,14.960629921259844,12.0,2.0,66.66666666666666,1.0,0,21.0,119.8076923076923,2.0,0,8.0,5,-4.425807164971252,0.34666666666666635,8.766096305907464,0.1366688290104859,0.5455631833206204,10.181333333333333,intermediate
AC Gilchrist,598066,2013-05-18,Kings XI Punjab,Mumbai Indians,Himachal Pradesh Cricket Association Stadium,Dharamsala,2013,5,7,1,1,1,71.42857142857143,1,0.0,0.0,0.0,unknown,unknown,51.0,44.4,26.5,34.0,32.2,20.6,145.70922904256238,133.6755374255374,116.40443537943538,8.0,6.8,4.1,2064.0,79,26.126582278481013,1476.0,139.83739837398377,330.0,22.35772357723577,75.0,0.0,0.0,0.0,0,26.0,104.0,1.0,0,2.0,12,2.0659519600985283,14.780000000000001,25.63092749871616,0.059262057888418665,0.6530489118724413,29.24,experienced
B Chipli,598067,2013-05-19,Delhi Daredevils,Pune Warriors,Subrata Roy Sahara Stadium,Pune,2013,16,17,2,1,2,94.11764705882352,0,0.0,0.0,0.0,unknown,unknown,9.0,8.4,10.0,8.666666666666666,7.8,8.8,65.68627450980392,86.63398692810458,98.74123588829472,1.3333333333333333,1.2,1.1,264.0,20,13.2,233.0,113.30472103004293,33.0,14.163090128755366,15.0,10.0,90.9090909090909,1.0,0,0.0,0.0,0.0,0,90.0,0,-4.59860079119367,-0.206666666666667,8.232726023485643,0.2818261576897966,0.308,9.158666666666665,rookie
DPMD Jayawardene,598067,2013-05-19,Delhi Daredevils,Pune Warriors,Subrata Roy Sahara Stadium,Pune,2013,14,13,3,1,2,107.6923076923077,0,0.0,0.0,0.0,unknown,unknown,30.666666666666668,21.6,21.7,28.33333333333333,21.0,21.1,116.98440557606568,101.02397667897272,95.77854562051785,4.333333333333333,3.0,3.0,1794.0,77,23.2987012987013,1449.0,123.8095238095238,237.0,16.35610766045549,63.0,20.5,92.63888888888889,4.0,1,12.0,85.71428571428571,1.0,0,3.0,14,-5.860371358033939,-2.079999999999999,18.06193049851909,0.052633068102638736,0.6850025103895072,17.5,experienced
CL White,598071,2013-05-22,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,Delhi,2013,31,28,5,1,1,110.71428571428572,1,0.0,0.0,0.0,unknown,unknown,15.0,11.4,16.3,9.333333333333334,7.8,13.6,78.9855072463768,85.72463768115942,81.08070016225284,2.0,1.6,1.9,940.0,44,21.363636363636363,729.0,128.9437585733882,109.0,14.9519890260631,34.0,0.0,0.0,1.0,0,22.666666666666668,121.54761904761904,3.0,0,3.0,12,-9.213038295604942,-3.3733333333333335,19.528042514405914,0.012574917549558102,0.40066016504126034,13.765333333333334,intermediate
R Dravid,598072,2013-05-24,Rajasthan Royals,Mumbai Indians,Eden Gardens,Kolkata,2013,43,37,7,1,1,116.2162162162162,1,0.0,0.0,0.0,unknown,unknown,13.666666666666666,13.4,24.2,13.0,14.8,21.7,101.3888888888889,87.97619047619048,112.75665266106444,2.333333333333333,2.0,3.7,2131.0,81,26.30864197530864,1841.0,115.75230852797394,290.0,15.752308527973929,76.0,26.0,97.11489898989898,3.0,1,30.5,103.51190476190476,2.0,0,2.0,16,-2.5108971482494686,-4.093333333333333,19.48674763354145,0.1929073273460343,0.6989598308668076,22.78933333333333,experienced
S Badrinath,598073,2013-05-26,Chennai Super Kings,Mumbai Indians,Eden Gardens,Kolkata,2013,0,3,0,1,2,0.0,0,0.0,0.0,0.0,unknown,unknown,13.333333333333334,21.6,19.8,15.666666666666666,20.2,17.6,51.94375516956163,81.60581354129741,96.74307771081963,0.6666666666666666,2.0,2.2,1441.0,64,22.515625,1205.0,119.5850622406639,182.0,15.103734439834025,47.0,39.75,128.6931818181818,4.0,1,10.125,90.93647875816993,8.0,0,21.0,6,1.2334528583599833,2.04,17.24206741921885,0.20658758815139783,0.1411764705882353,24.012,experienced
AM Nayar,729305,2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,2014,11,17,1,0,2,64.70588235294117,0,0.0,0.0,0.0,unknown,unknown,10.666666666666666,8.8,5.4,9.666666666666666,9.2,6.2,108.6048454469507,87.5438596491228,67.34335839598997,1.6666666666666667,1.0,0.5,661.0,49,13.489795918367347,556.0,118.88489208633092,74.0,13.309352517985612,39.0,20.33333333333333,149.47089947089947,3.0,1,9.5,67.85714285714286,2.0,0,3.0,3,-8.566358813645717,0.21999999999999975,7.026932316294065,0.0,0.5370750988142292,6.367999999999999,intermediate
CA Pujara,733973,2014-05-03,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai,2014,19,18,4,1,1,105.55555555555556,1,0.0,0.0,0.0,unknown,unknown,17.666666666666668,21.2,19.8,19.0,21.0,20.5,93.07208994708996,102.89588554720132,85.14437134502924,2.6666666666666665,2.6,2.7,371.0,21,17.666666666666668,372.0,99.73118279569891,50.0,13.440860215053762,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.0,5,3.616955624355005,4.420000000000001,16.711938513795726,0.0919471076927323,0.545563909774436,21.04,intermediate
JH Kallis,733985,2014-05-07,Kolkata Knight Riders,Delhi Daredevils,Feroz Shah Kotla,Delhi,2014,10,6,2,0,2,166.66666666666669,0,0.0,0.0,0.0,unknown,unknown,8.666666666666666,13.8,20.9,11.0,15.2,20.9,76.57828282828284,66.42316017316017,71.01263194160495,1.3333333333333333,1.4,2.1,2417.0,94,25.71276595744681,2207.0,109.5151789759855,297.0,13.457181694608064,89.0,10.666666666666666,68.05555555555556,3.0,1,41.0,151.85185185185185,1.0,0,5.0,6,-0.7419146403879765,0.26000000000000123,24.020593017011223,0.03697737655954938,0.6551301928046114,24.052,experienced
LR Shukla,733993,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,2014,21,22,2,1,1,95.45454545454544,1,0.0,0.0,0.0,unknown,unknown,3.6666666666666665,3.2,6.2,6.333333333333333,6.8,6.8,34.92063492063492,35.3968253968254,70.76659451659452,0.3333333333333333,0.2,0.7,384.0,32,12.0,328.0,117.07317073170732,47.0,14.329268292682926,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3.0,2,-5.968650352243234,-3.6333333333333337,7.269418439218127,0.08798388490106632,0.15619047619047616,6.661333333333333,intermediate
M Manhas,733995,2014-05-10,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Mumbai,2014,1,1,0,1,2,100.0,0,0.0,0.0,0.0,unknown,unknown,7.0,7.2,10.8,5.666666666666667,5.2,8.9,147.2222222222222,150.33333333333331,129.0367018602313,0.6666666666666666,0.8,1.2,513.0,37,13.864864864864863,469.0,109.38166311300638,53.0,11.300639658848617,23.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,3.0,4,-5.164247907189084,-4.546666666666667,11.717034133640178,0.027739080409590916,0.3030769230769231,9.326666666666664,intermediate
LRPL Taylor,734011,2014-05-15,Delhi Daredevils,Rajasthan Royals,"Sardar Patel Stadium, Motera",Ahmedabad,2014,4,5,0,1,2,80.0,0,0.0,0.0,0.0,unknown,unknown,18.33333333333333,13.4,15.3,18.0,14.4,15.2,92.30769230769228,83.6923076923077,99.13374783111624,2.0,1.4,1.3,1013.0,53,19.11320754716981,813.0,124.60024600246004,112.0,13.776137761377614,40.0,17.0,150.83333333333334,2.0,0,0.0,0.0,0.0,0,24.0,3,-4.37075964899748,-2.2733333333333334,11.700427342623003,0.14300426723382526,0.34108527131782945,15.769333333333332,experienced
Y Venugopal Rao,734037,2014-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata,2014,27,26,4,1,1,103.84615384615384,1,0.0,0.0,0.0,unknown,unknown,9.333333333333334,10.8,15.8,8.333333333333334,8.8,14.0,202.96296296296296,177.015873015873,141.71965899597478,1.0,1.0,1.6,958.0,52,18.423076923076923,806.0,118.85856079404466,110.0,13.647642679900745,41.0,0.0,0.0,0.0,0,15.571428571428571,97.37615041962869,7.0,0,2.0,4,-3.9540435558838936,-4.086666666666666,9.715966241192891,0.3971227126495506,0.513973063973064,14.042666666666667,experienced
BJ Hodge,734041,2014-05-25,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Mumbai,2014,29,16,3,0,1,181.25,1,0.0,0.0,0.0,unknown,unknown,24.0,29.0,22.8,18.666666666666668,21.0,16.3,106.01851851851852,119.85249042145593,111.57703886152164,2.333333333333333,3.2,2.7,1371.0,62,22.11290322580645,1096.0,125.09124087591242,162.0,14.78102189781022,46.0,25.0,150.79365079365078,2.0,0,31.0,150.2463054187192,2.0,0,2.0,3,2.553460464597805,5.486666666666666,19.048476171191336,0.10505929830348204,0.3301949534570575,24.365333333333332,experienced
DJ Hussey,734047,2014-05-30,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,Mumbai,2014,1,3,0,1,2,33.33333333333333,0,0.0,0.0,0.0,unknown,unknown,38.333333333333336,25.8,24.8,30.33333333333333,21.6,20.7,125.21769418321144,100.3687117480221,112.01372095337612,4.666666666666667,3.0,2.9,1321.0,60,22.016666666666666,1067.0,123.80506091846296,150.0,14.058106841611998,48.0,14.5,86.99665831244779,4.0,1,22.0,91.66666666666666,1.0,0,2.0,3,-0.08568417683601197,-0.46666666666666606,13.782436488355598,0.4495190625082425,0.276,22.15866666666667,experienced
DJG Sammy,829719,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Bangalore,2015,6,9,0,1,1,66.66666666666666,1,0.0,0.0,0.0,unknown,unknown,12.0,10.6,11.5,10.333333333333334,10.2,10.0,76.80311890838207,104.83187134502926,121.84017809675704,1.3333333333333333,1.0,1.2,289.0,19,15.210526315789474,232.0,124.56896551724137,33.0,14.224137931034484,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2.0,1,-5.034409184726522,-3.793333333333333,8.63133825081603,0.32448432389002374,0.1903448275862069,10.541333333333334,rookie
MS Bisla,829745,2015-04-22,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,2015,17,14,3,1,2,121.42857142857142,0,0.0,0.0,0.0,unknown,unknown,12.666666666666666,7.8,19.3,14.333333333333334,9.8,17.3,80.55555555555559,53.333333333333336,77.49242336610759,2.333333333333333,1.4,3.4,781.0,38,20.55263157894737,686.0,113.84839650145771,113.0,16.472303206997086,36.0,0.0,0.0,0.0,0,28.0,116.66666666666669,1.0,1,3.0,1,-11.605571108481325,-14.453333333333333,27.2113130068278,0.0,0.46117647058823535,11.089333333333332,intermediate
V Sehwag,829775,2015-05-03,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2015,2,5,0,1,2,40.0,0,0.0,0.0,0.0,unknown,unknown,1.0,12.2,22.8,2.6666666666666665,11.8,14.9,41.66666666666668,69.92682926829268,88.98095849379547,0.0,1.6,3.6,2726.0,103,26.466019417475728,1735.0,157.11815561959654,440.0,25.36023054755044,97.0,32.0,95.58479532163742,5.0,1,16.666666666666668,101.14081996434938,3.0,0,2.0,7,-4.35518842312558,-8.540000000000001,38.53944588196472,0.0,0.14545454545454545,20.247999999999998,veteran
RN ten Doeschate,829781,2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata,2015,8,7,0,1,1,114.28571428571428,1,0.0,0.0,0.0,unknown,unknown,17.666666666666668,11.4,10.5,12.333333333333334,8.2,7.1,152.38095238095238,118.09523809523807,112.71428571428572,2.333333333333333,1.6,1.4,318.0,20,15.9,228.0,139.4736842105263,41.0,17.982456140350877,16.0,0.0,0.0,0.0,0,8.666666666666666,62.22222222222223,3.0,1,2.0,4,-6.928977468180254,-1.2666666666666664,12.738829529347576,0.0,0.23859649122807017,9.590666666666667,rookie
RS Bopara,829793,2015-05-09,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Raipur,2015,17,11,1,0,1,154.54545454545453,1,0.0,0.0,0.0,unknown,unknown,13.333333333333334,16.6,17.9,13.666666666666666,15.0,15.7,75.61728395061729,82.7037037037037,90.62378167641326,1.0,1.4,1.4,514.0,21,24.476190476190474,442.0,116.289592760181,54.0,12.217194570135746,19.0,0.0,0.0,0.0,0,80.5,148.18644067796612,2.0,0,2.0,7,-5.316424885743771,0.9866666666666675,15.42328686687042,0.09428669471440758,0.17595907928388743,19.18933333333333,intermediate
J Botha,829791,2015-05-09,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata,2015,2,4,0,1,2,50.0,0,0.0,0.0,0.0,unknown,unknown,17.333333333333332,10.8,8.2,10.333333333333334,8.0,7.0,218.3333333333333,143.85714285714283,127.52380952380952,3.333333333333333,2.0,1.3,407.0,27,15.074074074074074,354.0,114.97175141242936,44.0,12.429378531073446,21.0,0.0,0.0,0.0,0,5.0,39.28571428571429,2.0,1,2.0,2,-7.955409017713366,1.4066666666666667,7.33030240394851,0.19335148415155973,0.4606990622335891,8.201333333333334,intermediate
Azhar Mahmood,829811,2015-05-16,Kolkata Knight Riders,Rajasthan Royals,Brabourne Stadium,Mumbai,2015,6,7,1,1,2,85.71428571428571,0,0.0,0.0,0.0,unknown,unknown,50.0,32.2,19.6,32.666666666666664,23.6,15.4,133.276479617943,99.52632733120538,82.69173509417412,7.333333333333333,4.6,2.7,382.0,20,19.1,296.0,129.05405405405406,51.0,17.22972972972973,18.0,10.0,142.85714285714286,1.0,0,0.0,0.0,0.0,0,90.0,0,-1.2914146886824909,6.76,27.996825216838825,0.0,0.549143897996357,17.832,rookie
MEK Hussey,829823,2015-05-24,Chennai Super Kings,Mumbai Indians,Eden Gardens,Kolkata,2015,4,9,1,1,2,44.44444444444444,0,0.0,0.0,0.0,unknown,unknown,24.33333333333333,26.8,26.3,20.33333333333333,21.0,21.5,97.39789196310936,122.07509881422924,103.96573233529756,2.333333333333333,3.0,2.9,1973.0,57,34.6140350877193,1601.0,123.23547782635852,249.0,15.552779512804497,51.0,28.2,115.7109557109557,5.0,1,45.0,173.0769230769231,1.0,0,2.0,3,-5.901641408170703,2.8733333333333335,23.30974998674256,0.03475259363632482,0.473992673992674,26.370666666666665,experienced
KP Pietersen,980931,2016-04-22,Rising Pune Supergiants,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,2016,0,1,0,1,2,0.0,0,0.0,0.0,0.0,unknown,unknown,24.33333333333333,35.0,31.1,20.0,26.4,24.2,123.11827956989248,130.5507474429583,122.6104589201079,2.333333333333333,4.6,4.1,1001.0,35,28.6,741.0,135.08771929824562,131.0,17.67881241565452,28.0,26.5,127.21774193548389,2.0,0,16.0,94.11764705882352,1.0,0,5.0,3,8.915581622678394,10.053333333333331,16.940746408847783,0.3419331340589601,0.3718599387564905,35.82266666666667,intermediate
JA Morkel,980939,2016-04-24,Rising Pune Supergiants,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Pune,2016,16,9,2,1,1,177.77777777777777,1,0.0,0.0,0.0,unknown,unknown,28.666666666666668,20.6,16.4,21.666666666666668,14.8,13.2,160.9090909090909,156.54545454545456,130.74662837162836,3.6666666666666665,2.6,1.9,959.0,66,14.530303030303031,674.0,142.28486646884272,114.0,16.913946587537094,39.0,12.0,168.33333333333334,3.0,1,9.9,106.42740429505136,10.0,0,90.0,0,2.5872037505505245,7.186666666666667,20.881677242128912,0.15536003848814434,0.4586301369863014,18.817333333333334,experienced
A Ashish Reddy,980953,2016-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2016,2,3,0,0,1,66.66666666666666,1,0.0,0.0,0.0,unknown,unknown,20.666666666666668,18.0,17.3,13.666666666666666,11.0,10.5,151.2037037037037,165.72222222222223,159.6161616161616,2.333333333333333,2.2,2.1,278.0,22,12.636363636363637,190.0,146.31578947368422,31.0,16.315789473684212,15.0,0.0,0.0,0.0,0,13.25,117.36111111111111,4.0,1,14.0,2,3.4119002050580995,1.2800000000000005,10.111050060865752,0.373390504327366,0.3669306184012066,16.264,intermediate
UBT Chand,980985,2016-05-13,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2016,0,4,0,1,1,0.0,1,0.0,0.0,0.0,unknown,unknown,10.666666666666666,20.4,18.5,9.666666666666666,16.6,17.0,115.04329004329004,114.49497243614891,100.65863183574182,1.3333333333333333,3.0,2.7,300.0,19,15.789473684210526,295.0,101.69491525423727,41.0,13.898305084745765,19.0,2.5,62.5,2.0,0,17.0,73.91304347826086,1.0,0,90.0,0,2.545569315445476,-0.8133333333333329,17.494443562330172,0.13894519297934244,0.4737552103069344,19.017333333333333,rookie
M Morkel,981001,2016-05-19,Kolkata Knight Riders,Gujarat Lions,Green Park,Kanpur,2016,1,1,0,0,1,100.0,1,0.0,0.0,0.0,unknown,unknown,2.6666666666666665,8.0,6.6,2.333333333333333,4.2,3.7,88.88888888888887,156.33333333333331,118.7222222222222,0.0,1.0,0.9,125.0,19,6.578947368421052,88.0,142.04545454545453,16.0,18.181818181818183,11.0,10.0,125.0,1.0,0,0.0,0.0,0.0,0,90.0,0,1.634128826969384,0.046666666666666766,8.566082989195108,0.0,0.12307692307692308,7.773333333333333,rookie
GJ Bailey,981005,2016-05-21,Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2016,9,11,2,1,2,81.81818181818183,0,0.0,0.0,0.0,unknown,unknown,25.0,17.4,14.7,28.0,18.6,15.1,84.76034858387798,85.14192343604108,90.38661828367712,3.0,2.2,1.6,654.0,35,18.685714285714287,530.0,123.39622641509432,76.0,14.339622641509434,28.0,8.0,78.57142857142857,2.0,0,18.25,125.313995215311,4.0,0,4.0,4,-5.366528243262115,0.9466666666666669,11.860766323378,0.12797897569947053,0.4688651218062983,15.169333333333332,intermediate
NLTC Perera,981005,2016-05-21,Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2016,23,14,3,1,2,164.28571428571428,0,0.0,0.0,0.0,unknown,unknown,14.666666666666666,14.0,13.0,10.666666666666666,9.0,8.5,141.3170163170163,181.45687645687647,158.39022089022086,1.3333333333333333,1.4,1.5,401.0,29,13.827586206896552,292.0,137.32876712328766,46.0,15.753424657534246,23.0,4.0,80.0,1.0,0,0.0,0.0,0.0,0,7.0,9,-0.6152478071098759,0.35333333333333317,8.730533902472525,0.25481174124182004,0.4415165397262584,12.510666666666665,intermediate
R Sathish,981015,2016-05-25,Kolkata Knight Riders,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,2016,8,9,0,1,2,88.88888888888889,0,0.0,0.0,0.0,unknown,unknown,12.666666666666666,15.0,12.5,9.333333333333334,10.4,9.1,126.64835164835164,143.76678876678878,123.55006105006105,1.6666666666666667,2.0,1.6,262.0,23,11.391304347826088,221.0,118.55203619909504,28.0,12.669683257918551,15.0,0.0,0.0,0.0,0,25.0,138.88888888888889,1.0,0,25.0,2,3.5000303129364916,3.4866666666666672,9.168181692983376,0.24277127636828064,0.45575757575757575,14.885333333333332,intermediate
R Bhatia,1082599,2017-04-11,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,Pune,2017,16,17,1,1,2,94.11764705882352,0,0.0,0.0,0.0,unknown,unknown,4.333333333333333,6.8,5.7,2.333333333333333,4.0,3.8,158.33333333333334,133.1818181818182,164.0909090909091,0.3333333333333333,0.6,0.6,326.0,46,7.086956521739131,267.0,122.09737827715357,36.0,13.48314606741573,28.0,7.0,119.04761904761904,2.0,0,4.0,133.33333333333331,1.0,1,90.0,0,-1.5798430644740051,-1.6400000000000001,6.18331087147762,0.019394825288590718,0.21507936507936506,6.0440000000000005,intermediate
AD Mathews,1082611,2017-04-19,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,2017,31,23,3,1,2,134.7826086956522,0,0.0,0.0,0.0,unknown,unknown,8.0,10.4,11.8,7.333333333333333,9.8,9.3,68.33333333333331,83.82352941176471,110.13146167557936,1.0,1.2,1.4,693.0,40,17.325,550.0,126.0,70.0,12.727272727272728,30.0,19.0,105.55555555555556,1.0,0,14.333333333333334,117.67676767676768,3.0,0,2.0,1,-5.156776270197324,-3.9666666666666663,9.589345939924964,0.29299441033865203,0.2531769305962854,12.554666666666666,intermediate
AP Tare,1082614,2017-04-22,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,Mumbai,2017,0,1,0,1,2,0.0,0,0.0,0.0,0.0,unknown,unknown,8.666666666666666,6.6,6.2,12.0,9.4,6.7,54.34173669467788,46.60504201680673,117.46918767507002,1.3333333333333333,0.8,0.9,339.0,26,13.038461538461538,271.0,125.09225092250922,51.0,18.81918819188192,23.0,18.5,241.8543543543544,6.0,1,0.0,0.0,0.0,0,11.0,2,-7.601885983581636,-0.5866666666666667,6.124631508189794,0.2012580586667366,0.2333333333333333,6.338666666666667,intermediate
IK Pathan,1082625,2017-04-29,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,Rajkot,2017,2,3,0,1,1,66.66666666666666,1,0.0,0.0,0.0,unknown,unknown,3.6666666666666665,7.0,9.0,4.333333333333333,6.8,9.5,84.72222222222224,85.04385964912281,96.64891395154552,0.0,0.4,0.7,1148.0,81,14.17283950617284,944.0,121.61016949152544,126.0,13.347457627118644,52.0,11.666666666666666,110.92592592592592,3.0,1,23.0,76.66666666666667,1.0,1,90.0,0,-5.512003313923145,-0.046666666666666856,9.63788819653398,0.005457663876990459,0.06956521739130433,9.206666666666667,experienced
DR Smith,1082643,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Green Park,Kanpur,2017,54,33,9,1,1,163.63636363636363,1,0.0,0.0,0.0,unknown,unknown,30.33333333333333,19.0,18.5,17.0,11.2,12.3,171.58119658119654,122.94871794871791,105.84472934472932,5.0,3.2,3.1,2331.0,87,26.79310344827586,1722.0,135.3658536585366,353.0,20.499419279907087,80.0,26.53846153846154,107.18590145412357,13.0,1,28.77777777777778,103.58983446647407,9.0,0,3.0,10,-15.863634671711988,-5.2666666666666675,25.42636427018223,0.0,0.5408408408408408,13.942666666666664,experienced
JP Faulkner,1082643,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Green Park,Kanpur,2017,8,10,1,1,1,80.0,1,0.0,0.0,0.0,unknown,unknown,7.0,9.2,12.3,6.0,9.2,10.4,98.015873015873,114.96336996336996,125.92328042328045,0.3333333333333333,0.6,1.0,519.0,44,11.795454545454543,375.0,138.39999999999998,58.0,15.466666666666669,27.0,17.5,141.9871794871795,2.0,0,10.833333333333334,174.093567251462,6.0,0,3.0,5,0.15780358892383833,-2.046666666666667,9.79852596624161,0.19296773235536005,0.2333333333333333,11.266666666666667,intermediate
P Kumar,1082643,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Green Park,Kanpur,2017,1,2,0,1,1,50.0,1,0.0,0.0,0.0,unknown,unknown,3.0,6.0,4.7,4.333333333333333,6.0,5.7,58.333333333333336,88.07692307692307,68.2051282051282,0.0,0.6,0.4,339.0,56,6.053571428571429,310.0,109.3548387096774,39.0,12.580645161290322,33.0,8.666666666666666,79.36507936507935,3.0,1,3.6,86.66666666666666,5.0,0,34.0,1,-0.7353498039347095,1.0533333333333332,5.2925524193068805,0.0,0.13333333333333333,5.002666666666667,experienced
SE Marsh,1082645,2017-05-14,Kings XI Punjab,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Pune,2017,10,13,2,1,1,76.92307692307693,1,0.0,0.0,0.0,unknown,unknown,31.33333333333333,39.6,34.0,22.666666666666668,26.8,25.0,137.18346253229973,140.12520356980002,123.27688749918572,3.333333333333333,5.8,4.8,2479.0,68,36.45588235294117,1853.0,133.78305450620616,345.0,18.6184565569347,64.0,48.6,132.6115084331605,5.0,1,19.666666666666668,77.54901960784314,3.0,0,3.0,7,1.8913335535915679,7.306666666666667,24.055491403558296,0.2499591886358393,0.5722131661442006,39.01733333333333,experienced
