match_id,batter,venue,batting_team,bowling_team,date,runs,recent_form,venue_avg,opponent_avg,career_avg,target_runs
548376,a ashish reddy,"rajiv gandhi international stadium, uppal",deccan chargers,royal challengers bangalore,2012-05-20,4,7.0,8.454545454545455,11.0,7.0,7.0
598000,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,pune warriors,2013-04-05,7,6.4,8.454545454545455,13.0,7.0,14.0
598004,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,royal challengers bangalore,2013-04-07,14,8.6,8.454545454545455,11.0,8.0,3.0
598048,a ashish reddy,m chinnaswamy stadium,sunrisers hyderabad,royal challengers bangalore,2013-04-09,3,7.6,17.5,11.0,7.375,16.0
598010,a ashish reddy,feroz shah kotla,sunrisers hyderabad,delhi daredevils,2013-04-12,16,8.8,16.0,12.0,8.333333333333334,4.0
598013,a ashish reddy,eden gardens,sunrisers hyderabad,kolkata knight riders,2013-04-14,4,8.8,4.0,8.5,7.9,19.0
598018,a ashish reddy,maharashtra cricket association stadium,sunrisers hyderabad,pune warriors,2013-04-17,19,11.2,19.0,13.0,8.909090909090908,7.0
598021,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,kings xi punjab,2013-04-19,7,9.8,8.454545454545455,12.333333333333334,8.75,36.0
598030,a ashish reddy,"ma chidambaram stadium, chepauk",sunrisers hyderabad,chennai super kings,2013-04-25,36,16.4,19.5,15.0,10.846153846153847,14.0
598032,a ashish reddy,sawai mansingh stadium,sunrisers hyderabad,rajasthan royals,2013-04-27,14,16.0,14.0,12.333333333333334,11.071428571428571,5.0
598044,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,delhi daredevils,2013-05-04,5,16.2,8.454545454545455,12.0,10.666666666666666,13.0
829727,a ashish reddy,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,sunrisers hyderabad,rajasthan royals,2015-04-16,13,15.0,14.0,12.333333333333334,10.8125,15.0
829731,a ashish reddy,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,sunrisers hyderabad,delhi daredevils,2015-04-18,15,16.6,14.0,12.0,11.058823529411764,22.0
829759,a ashish reddy,"punjab cricket association stadium, mohali",sunrisers hyderabad,kings xi punjab,2015-04-27,22,13.8,22.0,12.333333333333334,11.666666666666666,6.0
829773,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,chennai super kings,2015-05-02,6,12.2,8.454545454545455,15.0,11.368421052631579,17.0
829815,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,mumbai indians,2015-05-17,17,14.6,8.454545454545455,13.5,11.65,32.0
980907,a ashish reddy,m chinnaswamy stadium,sunrisers hyderabad,royal challengers bangalore,2016-04-12,32,18.4,17.5,11.0,12.619047619047619,13.0
980915,a ashish reddy,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,kolkata knight riders,2016-04-16,13,18.0,8.454545454545455,8.5,12.636363636363637,2.0
1304066,a badoni,"wankhede stadium, mumbai",lucknow super giants,rajasthan royals,2022-04-10,5,21.4,23.75,5.0,21.4,13.0
1304077,a badoni,"dr dy patil sports academy, mumbai",lucknow super giants,royal challengers bangalore,2022-04-19,13,13.2,14.0,15.666666666666666,20.0,14.0
1304083,a badoni,"wankhede stadium, mumbai",lucknow super giants,mumbai indians,2022-04-24,14,12.2,23.75,10.75,19.142857142857142,4.0
1304088,a badoni,"maharashtra cricket association stadium, pune",lucknow super giants,punjab kings,2022-04-29,4,9.2,9.0,15.0,17.25,15.0
1304099,a badoni,"maharashtra cricket association stadium, pune",lucknow super giants,kolkata knight riders,2022-05-07,15,10.2,9.0,21.0,17.0,8.0
1304103,a badoni,"maharashtra cricket association stadium, pune",lucknow super giants,gujarat titans,2022-05-10,8,10.8,9.0,22.2,16.1,0.0
1304109,a badoni,"brabourne stadium, mumbai",lucknow super giants,rajasthan royals,2022-05-15,0,8.2,9.5,5.0,14.636363636363637,18.0
1359477,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,delhi capitals,2023-04-01,18,9.0,19.636363636363637,22.25,14.916666666666666,23.0
1359480,a badoni,"ma chidambaram stadium, chepauk, chennai",lucknow super giants,chennai super kings,2023-04-03,23,12.8,12.0,33.666666666666664,15.538461538461538,30.0
1359489,a badoni,"m chinnaswamy stadium, bengaluru",lucknow super giants,royal challengers bangalore,2023-04-10,30,15.8,15.0,15.666666666666666,16.571428571428573,5.0
1359495,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,punjab kings,2023-04-15,5,15.2,19.636363636363637,15.0,15.8,1.0
1359500,a badoni,"sawai mansingh stadium, jaipur",lucknow super giants,rajasthan royals,2023-04-19,1,15.4,1.0,5.0,14.875,8.0
1359504,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,gujarat titans,2023-04-22,8,13.4,19.636363636363637,22.2,14.470588235294118,43.0
1359512,a badoni,"punjab cricket association is bindra stadium, mohali, chandigarh",lucknow super giants,punjab kings,2023-04-28,43,17.4,43.0,15.0,16.055555555555557,4.0
1359517,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,royal challengers bangalore,2023-05-01,4,12.2,19.636363636363637,15.666666666666666,15.421052631578947,59.0
1359519,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,chennai super kings,2023-05-03,59,23.0,19.636363636363637,33.666666666666664,17.6,21.0
1359525,a badoni,"narendra modi stadium, ahmedabad",lucknow super giants,gujarat titans,2023-05-07,21,27.0,21.0,22.2,17.761904761904763,25.0
1359542,a badoni,"eden gardens, kolkata",lucknow super giants,kolkata knight riders,2023-05-20,25,30.4,27.0,21.0,18.09090909090909,1.0
1370351,a badoni,"ma chidambaram stadium, chepauk, chennai",lucknow super giants,mumbai indians,2023-05-24,1,22.0,12.0,10.75,17.347826086956523,1.0
1422122,a badoni,"sawai mansingh stadium, jaipur",lucknow super giants,rajasthan royals,2024-03-24,1,21.4,1.0,5.0,16.666666666666668,8.0
1422129,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,punjab kings,2024-03-30,8,11.2,19.636363636363637,15.0,16.32,0.0
1422133,a badoni,"m chinnaswamy stadium, bengaluru",lucknow super giants,royal challengers bengaluru,2024-04-02,0,7.0,15.0,0.0,15.692307692307692,20.0
1422139,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,gujarat titans,2024-04-07,20,6.0,19.636363636363637,22.2,15.851851851851851,55.0
1426264,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,delhi capitals,2024-04-12,55,16.8,19.636363636363637,22.25,17.25,29.0
1426266,a badoni,"eden gardens, kolkata",lucknow super giants,kolkata knight riders,2024-04-14,29,22.4,27.0,21.0,17.655172413793103,18.0
1426282,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,rajasthan royals,2024-04-27,18,24.4,19.636363636363637,5.0,17.666666666666668,6.0
1426286,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,mumbai indians,2024-04-30,6,25.6,19.636363636363637,10.75,17.29032258064516,15.0
1426292,a badoni,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",lucknow super giants,kolkata knight riders,2024-05-05,15,24.6,19.636363636363637,21.0,17.21875,55.0
1426295,a badoni,"rajiv gandhi international stadium, uppal, hyderabad",lucknow super giants,sunrisers hyderabad,2024-05-08,55,24.6,55.0,37.0,18.363636363636363,6.0
1426302,a badoni,"arun jaitley stadium, delhi",lucknow super giants,delhi capitals,2024-05-14,6,20.0,6.0,22.25,18.0,22.0
336035,a chopra,eden gardens,kolkata knight riders,kings xi punjab,2008-05-25,2,8.4,5.666666666666667,2.0,8.4,11.0
392185,a kumble,st george's park,royal challengers bangalore,chennai super kings,2009-04-20,1,2.8,4.0,1.5,2.8,1.0
392188,a kumble,newlands,royal challengers bangalore,deccan chargers,2009-04-22,1,2.4,1.0,1.3333333333333333,2.5,5.0
392191,a kumble,kingsmead,royal challengers bangalore,kings xi punjab,2009-04-24,5,3.4,3.0,2.25,2.857142857142857,1.0
392204,a kumble,kingsmead,royal challengers bangalore,kings xi punjab,2009-05-01,1,2.0,3.0,2.25,2.625,7.0
392218,a kumble,st george's park,royal challengers bangalore,mumbai indians,2009-05-10,7,3.0,4.0,3.0,3.111111111111111,1.0
392239,a kumble,new wanderers stadium,royal challengers bangalore,deccan chargers,2009-05-24,1,3.0,1.0,1.3333333333333333,2.9,1.0
419128,a kumble,m chinnaswamy stadium,royal challengers bangalore,delhi daredevils,2010-03-25,1,3.0,1.6666666666666667,1.0,2.727272727272727,1.0
419140,a kumble,feroz shah kotla,royal challengers bangalore,delhi daredevils,2010-04-04,1,2.2,1.0,1.0,2.5833333333333335,2.0
419151,a kumble,"vidarbha cricket association stadium, jamtha",royal challengers bangalore,deccan chargers,2010-04-12,2,2.4,2.0,1.3333333333333333,2.5384615384615383,1.0
419157,a kumble,m chinnaswamy stadium,royal challengers bangalore,mumbai indians,2010-04-17,1,1.2,1.6666666666666667,3.0,2.4285714285714284,1.0
1304075,a manohar,"maharashtra cricket association stadium, pune",gujarat titans,chennai super kings,2022-04-17,12,21.2,6.5,12.0,21.2,2.0
1304081,a manohar,"dr dy patil sports academy, mumbai",gujarat titans,kolkata knight riders,2022-04-23,2,18.6,26.666666666666668,8.0,18.0,0.0
1304086,a manohar,"wankhede stadium, mumbai",gujarat titans,sunrisers hyderabad,2022-04-27,0,18.4,5.666666666666667,17.5,15.428571428571429,14.0
1359487,a manohar,"narendra modi stadium, ahmedabad",gujarat titans,kolkata knight riders,2023-04-09,14,14.2,23.4,8.0,15.25,27.0
1359497,a manohar,"narendra modi stadium, ahmedabad",gujarat titans,rajasthan royals,2023-04-16,27,11.0,23.4,23.666666666666668,16.555555555555557,3.0
1359504,a manohar,"bharat ratna shri atal bihari vajpayee ekana cricket stadium, lucknow",gujarat titans,lucknow super giants,2023-04-22,3,9.2,3.0,9.0,15.2,42.0
1359509,a manohar,"narendra modi stadium, ahmedabad",gujarat titans,mumbai indians,2023-04-25,42,17.2,23.4,22.0,17.636363636363637,26.0
1359518,a manohar,"narendra modi stadium, ahmedabad",gujarat titans,delhi capitals,2023-05-02,26,22.4,23.4,11.666666666666666,18.333333333333332,2.0
1359531,a manohar,"wankhede stadium, mumbai",gujarat titans,mumbai indians,2023-05-12,2,20.0,5.666666666666667,22.0,17.076923076923077,1.0
1426262,a manohar,"sawai mansingh stadium, jaipur",gujarat titans,rajasthan royals,2024-04-10,1,14.8,1.0,23.666666666666668,15.928571428571429,8.0
392206,a mishra,new wanderers stadium,delhi daredevils,chennai super kings,2009-05-02,11,9.6,11.0,7.25,9.6,2.0
392223,a mishra,kingsmead,delhi daredevils,deccan chargers,2009-05-13,2,9.2,2.0,1.5,8.333333333333334,13.0
392235,a mishra,supersport park,delhi daredevils,mumbai indians,2009-05-21,13,5.6,4.333333333333333,8.8,9.0,0.0
392237,a mishra,supersport park,delhi daredevils,deccan chargers,2009-05-22,0,5.2,4.333333333333333,1.5,7.875,3.0
419114,a mishra,feroz shah kotla,delhi daredevils,mumbai indians,2010-03-17,3,5.8,7.0,8.8,7.333333333333333,6.0
419116,a mishra,feroz shah kotla,delhi daredevils,chennai super kings,2010-03-19,6,4.8,7.0,7.25,7.2,0.0
419120,a mishra,barabati stadium,delhi daredevils,deccan chargers,2010-03-21,0,4.4,0.5,1.5,6.545454545454546,4.0
419144,a mishra,eden gardens,delhi daredevils,kolkata knight riders,2010-04-07,4,2.6,10.2,7.75,6.333333333333333,10.0
419149,a mishra,feroz shah kotla,delhi daredevils,kings xi punjab,2010-04-11,10,4.6,7.0,4.5,6.615384615384615,12.0
419152,a mishra,brabourne stadium,delhi daredevils,mumbai indians,2010-04-13,12,6.4,6.5,8.8,7.0,4.0
419160,a mishra,feroz shah kotla,delhi daredevils,deccan chargers,2010-04-18,4,6.0,7.0,1.5,6.8,2.0
501199,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,rajasthan royals,2011-04-09,2,6.4,7.142857142857143,4.285714285714286,6.5,12.0
501203,a mishra,eden gardens,deccan chargers,kolkata knight riders,2011-04-11,12,8.0,10.2,7.75,6.823529411764706,0.0
501212,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,kings xi punjab,2011-04-16,0,6.0,7.142857142857143,4.5,6.444444444444445,25.0
501224,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,mumbai indians,2011-04-24,25,8.6,7.142857142857143,8.8,7.421052631578948,0.0
501229,a mishra,nehru stadium,deccan chargers,kochi tuskers kerala,2011-04-27,0,7.8,0.0,0.0,7.05,2.0
501236,a mishra,"ma chidambaram stadium, chepauk",deccan chargers,chennai super kings,2011-05-01,2,7.8,7.0,7.25,6.809523809523809,9.0
501239,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,kolkata knight riders,2011-05-03,9,7.2,7.142857142857143,7.75,6.909090909090909,0.0
501250,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,pune warriors,2011-05-10,0,7.2,7.142857142857143,15.0,6.608695652173913,18.0
501256,a mishra,wankhede stadium,deccan chargers,mumbai indians,2011-05-14,18,5.8,7.0,8.8,7.083333333333333,0.0
548314,a mishra,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,deccan chargers,mumbai indians,2012-04-09,0,5.8,2.0,8.8,6.8,6.0
548321,a mishra,feroz shah kotla,deccan chargers,delhi daredevils,2012-04-19,6,6.6,7.0,11.0,6.769230769230769,1.0
548335,a mishra,barabati stadium,deccan chargers,kolkata knight riders,2012-04-22,1,5.0,0.5,7.75,6.555555555555555,1.0
548346,a mishra,wankhede stadium,deccan chargers,mumbai indians,2012-04-29,1,5.2,7.0,8.8,6.357142857142857,8.0
548359,a mishra,"rajiv gandhi international stadium, uppal",deccan chargers,kings xi punjab,2012-05-08,8,3.2,7.142857142857143,4.5,6.413793103448276,16.0
598010,a mishra,feroz shah kotla,sunrisers hyderabad,delhi daredevils,2013-04-12,16,6.4,7.0,11.0,6.733333333333333,1.0
598013,a mishra,eden gardens,sunrisers hyderabad,kolkata knight riders,2013-04-14,1,5.4,10.2,7.75,6.548387096774194,30.0
598018,a mishra,maharashtra cricket association stadium,sunrisers hyderabad,pune warriors,2013-04-17,30,11.2,30.0,15.0,7.28125,15.0
598030,a mishra,"ma chidambaram stadium, chepauk",sunrisers hyderabad,chennai super kings,2013-04-25,15,14.0,7.0,7.25,7.515151515151516,21.0
598032,a mishra,sawai mansingh stadium,sunrisers hyderabad,rajasthan royals,2013-04-27,21,16.6,12.5,4.285714285714286,7.911764705882353,6.0
598051,a mishra,"rajiv gandhi international stadium, uppal",sunrisers hyderabad,chennai super kings,2013-05-08,6,14.6,7.142857142857143,7.25,7.857142857142857,4.0
729295,a mishra,sharjah cricket stadium,sunrisers hyderabad,kings xi punjab,2014-04-22,4,15.2,4.0,4.5,7.75,0.0
733989,a mishra,"sardar patel stadium, motera",sunrisers hyderabad,rajasthan royals,2014-05-08,0,9.2,0.0,4.285714285714286,7.54054054054054,4.0
829707,a mishra,"ma chidambaram stadium, chepauk",delhi daredevils,chennai super kings,2015-04-09,4,7.0,7.0,7.25,7.447368421052632,1.0
829739,a mishra,feroz shah kotla,delhi daredevils,kolkata knight riders,2015-04-20,1,3.0,7.0,7.75,7.282051282051282,2.0
829757,a mishra,feroz shah kotla,delhi daredevils,royal challengers bangalore,2015-04-26,2,2.2,7.0,9.0,7.15,1.0
829777,a mishra,brabourne stadium,delhi daredevils,rajasthan royals,2015-05-03,1,1.6,6.5,4.285714285714286,7.0,3.0
980903,a mishra,eden gardens,delhi daredevils,kolkata knight riders,2016-04-10,3,2.2,10.2,7.75,6.904761904761905,1.0
980993,a mishra,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,delhi daredevils,mumbai indians,2016-05-15,1,1.6,2.0,8.8,6.767441860465116,8.0
1082595,a mishra,m.chinnaswamy stadium,delhi daredevils,royal challengers bangalore,2017-04-08,8,3.0,8.0,9.0,6.795454545454546,4.0
1082626,a mishra,"punjab cricket association is bindra stadium, mohali",delhi daredevils,kings xi punjab,2017-04-30,4,3.4,4.0,4.5,6.733333333333333,9.0
1082635,a mishra,feroz shah kotla,delhi daredevils,mumbai indians,2017-05-06,9,5.0,7.0,8.8,6.782608695652174,8.0
1082640,a mishra,green park,delhi daredevils,gujarat lions,2017-05-10,8,6.0,8.0,8.0,6.808510638297872,13.0
1082642,a mishra,feroz shah kotla,delhi daredevils,rising pune supergiant,2017-05-12,13,8.4,7.0,13.0,6.9375,7.0
1082646,a mishra,feroz shah kotla,delhi daredevils,royal challengers bangalore,2017-05-14,7,8.2,7.0,9.0,6.938775510204081,1.0
1136582,a mishra,arun jaitley stadium,delhi daredevils,kings xi punjab,2018-04-23,1,7.6,3.5,4.5,6.82,6.0
1178409,a mishra,arun jaitley stadium,delhi capitals,mumbai indians,2019-04-18,6,7.0,3.5,8.8,6.803921568627451,8.0
1178425,a mishra,ma chidambaram stadium,delhi capitals,chennai super kings,2019-05-01,8,7.0,8.0,7.25,6.826923076923077,1.0
1181766,a mishra,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,delhi capitals,sunrisers hyderabad,2019-05-08,1,4.6,2.0,1.0,6.716981132075472,6.0
1181767,a mishra,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,delhi capitals,chennai super kings,2019-05-10,6,4.4,2.0,7.25,6.703703703703703,19.0
501271,a mithun,"ma chidambaram stadium, chepauk",royal challengers bangalore,chennai super kings,2011-05-28,11,6.4,11.0,11.0,6.4,2.0
419149,a nehra,feroz shah kotla,delhi daredevils,kings xi punjab,2010-04-11,1,1.0,11.5,1.2,1.0,22.0
419160,a nehra,feroz shah kotla,delhi daredevils,deccan chargers,2010-04-18,22,5.2,11.5,22.0,4.5,2.0
548319,a nehra,"punjab cricket association stadium, mohali",pune warriors,kings xi punjab,2012-04-12,2,5.2,2.0,1.2,4.142857142857143,9.0
548365,a nehra,sawai mansingh stadium,pune warriors,rajasthan royals,2012-05-13,9,7.0,9.0,9.0,4.75,0.0
597998,a nehra,eden gardens,delhi daredevils,kolkata knight riders,2013-04-03,0,6.8,0.5,0.5,4.222222222222222,1.0
598006,a nehra,wankhede stadium,delhi daredevils,mumbai indians,2013-04-09,1,6.8,0.3333333333333333,0.5,3.9,0.0
598044,a nehra,"rajiv gandhi international stadium, uppal",delhi daredevils,sunrisers hyderabad,2013-05-04,0,2.4,0.5,0.0,3.5454545454545454,0.0
598062,a nehra,"ma chidambaram stadium, chepauk",delhi daredevils,chennai super kings,2013-05-14,0,2.0,0.3333333333333333,0.5,3.25,0.0
829745,a nehra,m chinnaswamy stadium,chennai super kings,royal challengers bangalore,2015-04-22,0,0.2,0.0,0.0,3.0,1.0
829723,a nehra,eden gardens,chennai super kings,kolkata knight riders,2015-04-30,1,0.4,0.5,0.5,2.857142857142857,0.0
829779,a nehra,"ma chidambaram stadium, chepauk",chennai super kings,royal challengers bangalore,2015-05-04,0,0.2,0.3333333333333333,0.0,2.6666666666666665,0.0
829817,a nehra,wankhede stadium,chennai super kings,mumbai indians,2015-05-19,0,0.2,0.3333333333333333,0.5,2.5,1.0
1359481,a nortje,"arun jaitley stadium, delhi",delhi capitals,gujarat titans,2023-04-04,4,2.4,2.25,3.5,2.4,0.0
1359485,a nortje,"barsapara cricket stadium, guwahati",delhi capitals,rajasthan royals,2023-04-08,0,1.8,0.0,0.0,2.0,5.0
1359490,a nortje,"arun jaitley stadium, delhi",delhi capitals,mumbai indians,2023-04-11,5,2.2,2.25,5.0,2.4285714285714284,23.0
1359494,a nortje,"m chinnaswamy stadium, bengaluru",delhi capitals,royal challengers bangalore,2023-04-15,23,6.6,23.0,23.0,5.0,2.0
1359508,a nortje,"rajiv gandhi international stadium, uppal, hyderabad",delhi capitals,sunrisers hyderabad,2023-04-24,2,6.8,2.0,1.5,4.666666666666667,3.0
1359518,a nortje,"narendra modi stadium, ahmedabad",delhi capitals,gujarat titans,2023-05-02,3,6.6,3.0,3.5,4.5,0.0
1359541,a nortje,"arun jaitley stadium, delhi",delhi capitals,chennai super kings,2023-05-20,0,6.6,2.25,0.5,4.090909090909091,4.0
1422134,a nortje,"dr. y.s. rajasekhara reddy aca-vdca cricket stadium, visakhapatnam",delhi capitals,kolkata knight riders,2024-04-03,4,6.4,4.0,4.0,4.083333333333333,0.0
1426274,a raghuvanshi,"eden gardens, kolkata",kolkata knight riders,royal challengers bengaluru,2024-04-21,3,23.6,13.333333333333334,3.0,23.6,13.0
1426289,a raghuvanshi,"wankhede stadium, mumbai",kolkata knight riders,mumbai indians,2024-05-03,13,15.4,13.0,13.0,21.833333333333332,32.0
392220,a symonds,de beers diamond oval,deccan chargers,rajasthan royals,2009-05-11,30,50.2,45.0,40.2,50.2,41.0
392223,a symonds,kingsmead,deccan chargers,delhi daredevils,2009-05-13,41,52.0,41.0,28.333333333333332,48.666666666666664,18.0
392228,a symonds,new wanderers stadium,deccan chargers,kolkata knight riders,2009-05-16,18,53.2,25.333333333333332,25.0,44.285714285714285,25.0
392229,a symonds,new wanderers stadium,deccan chargers,kings xi punjab,2009-05-17,25,34.8,25.333333333333332,25.666666666666668,41.875,18.0
392236,a symonds,supersport park,deccan chargers,royal challengers bangalore,2009-05-21,18,26.4,21.0,25.0,39.22222222222222,24.0
392237,a symonds,supersport park,deccan chargers,delhi daredevils,2009-05-22,24,25.2,21.0,28.333333333333332,37.7,33.0
392239,a symonds,new wanderers stadium,deccan chargers,royal challengers bangalore,2009-05-24,33,23.6,25.333333333333332,25.0,37.27272727272727,5.0
419106,a symonds,dr dy patil sports academy,deccan chargers,kolkata knight riders,2010-03-12,5,21.0,6.8,25.0,34.583333333333336,50.0
419110,a symonds,"ma chidambaram stadium, chepauk",deccan chargers,chennai super kings,2010-03-14,50,26.0,50.0,32.75,35.76923076923077,53.0
419117,a symonds,barabati stadium,deccan chargers,kings xi punjab,2010-03-19,53,33.0,44.0,25.666666666666668,37.0,35.0
419120,a symonds,barabati stadium,deccan chargers,delhi daredevils,2010-03-21,35,35.2,44.0,28.333333333333332,36.86666666666667,22.0
419126,a symonds,"sardar patel stadium, motera",deccan chargers,rajasthan royals,2010-03-26,22,33.0,22.0,40.2,35.9375,1.0
419130,a symonds,dr dy patil sports academy,deccan chargers,mumbai indians,2010-03-28,1,32.2,6.8,11.0,33.88235294117647,45.0
419135,a symonds,eden gardens,deccan chargers,kolkata knight riders,2010-04-01,45,31.2,38.5,25.0,34.5,21.0
419138,a symonds,brabourne stadium,deccan chargers,mumbai indians,2010-04-03,21,24.8,21.0,11.0,33.78947368421053,15.0
419141,a symonds,"vidarbha cricket association stadium, jamtha",deccan chargers,rajasthan royals,2010-04-05,15,20.8,20.333333333333332,40.2,32.85,53.0
419145,a symonds,m chinnaswamy stadium,deccan chargers,royal challengers bangalore,2010-04-08,53,27.0,53.0,25.0,33.80952380952381,27.0
419147,a symonds,"vidarbha cricket association stadium, jamtha",deccan chargers,chennai super kings,2010-04-10,27,32.2,20.333333333333332,32.75,33.5,19.0
419151,a symonds,"vidarbha cricket association stadium, jamtha",deccan chargers,royal challengers bangalore,2010-04-12,19,27.0,20.333333333333332,25.0,32.869565217391305,4.0
419156,a symonds,himachal pradesh cricket association stadium,deccan chargers,kings xi punjab,2010-04-16,4,23.6,4.0,25.666666666666668,31.666666666666668,54.0
419160,a symonds,feroz shah kotla,deccan chargers,delhi daredevils,2010-04-18,54,31.4,54.0,28.333333333333332,32.56,23.0
419163,a symonds,dr dy patil sports academy,deccan chargers,chennai super kings,2010-04-22,23,25.4,6.8,32.75,32.19230769230769,2.0
419164,a symonds,dr dy patil sports academy,deccan chargers,royal challengers bangalore,2010-04-24,2,20.4,6.8,25.0,31.074074074074073,16.0
501218,a symonds,wankhede stadium,mumbai indians,pune warriors,2011-04-20,16,19.8,12.6,9.5,30.535714285714285,31.0
501221,a symonds,wankhede stadium,mumbai indians,chennai super kings,2011-04-22,31,25.2,12.6,32.75,30.551724137931036,44.0
501224,a symonds,"rajiv gandhi international stadium, uppal",mumbai indians,deccan chargers,2011-04-24,44,23.2,57.666666666666664,26.0,31.0,17.0
501231,a symonds,sawai mansingh stadium,mumbai indians,rajasthan royals,2011-04-29,17,22.0,17.0,40.2,30.548387096774192,4.0
501237,a symonds,wankhede stadium,mumbai indians,kings xi punjab,2011-05-02,4,22.4,12.6,25.666666666666668,29.71875,3.0
501241,a symonds,dr dy patil sports academy,mumbai indians,pune warriors,2011-05-04,3,19.8,6.8,9.5,28.90909090909091,4.0
501246,a symonds,wankhede stadium,mumbai indians,delhi daredevils,2011-05-07,4,14.4,12.6,28.333333333333332,28.176470588235293,8.0
501251,a symonds,"punjab cricket association stadium, mohali",mumbai indians,kings xi punjab,2011-05-10,8,7.2,8.0,25.666666666666668,27.6,8.0
392237,aa bilakhia,supersport park,deccan chargers,delhi daredevils,2009-05-22,10,12.2,16.0,16.0,12.2,6.0
392239,aa bilakhia,new wanderers stadium,deccan chargers,royal challengers bangalore,2009-05-24,6,11.0,6.0,11.0,11.166666666666666,2.0
419129,aa jhunjhunwala,"sardar patel stadium, motera",rajasthan royals,chennai super kings,2010-03-28,11,25.6,36.333333333333336,6.333333333333333,25.6,2.0
419134,aa jhunjhunwala,feroz shah kotla,rajasthan royals,delhi daredevils,2010-03-31,2,23.2,3.0,19.666666666666668,21.666666666666668,7.0
419137,aa jhunjhunwala,"ma chidambaram stadium, chepauk",rajasthan royals,chennai super kings,2010-04-03,7,14.0,4.0,6.333333333333333,19.571428571428573,11.0
419141,aa jhunjhunwala,"vidarbha cricket association stadium, jamtha",rajasthan royals,deccan chargers,2010-04-05,11,15.2,11.0,11.0,18.5,22.0
419150,aa jhunjhunwala,sawai mansingh stadium,rajasthan royals,mumbai indians,2010-04-11,22,10.6,17.5,15.333333333333334,18.88888888888889,13.0
419154,aa jhunjhunwala,sawai mansingh stadium,rajasthan royals,royal challengers bangalore,2010-04-14,13,11.0,17.5,9.0,18.3,10.0
501241,aa jhunjhunwala,dr dy patil sports academy,pune warriors,mumbai indians,2011-05-04,10,12.6,10.0,15.333333333333334,17.545454545454547,0.0
501248,aa jhunjhunwala,"punjab cricket association stadium, mohali",pune warriors,kings xi punjab,2011-05-08,0,11.2,0.0,9.5,16.083333333333332,4.0
548321,aa jhunjhunwala,feroz shah kotla,deccan chargers,delhi daredevils,2012-04-19,4,9.8,3.0,19.666666666666668,15.153846153846153,1.0
548352,aa jhunjhunwala,"ma chidambaram stadium, chepauk",deccan chargers,chennai super kings,2012-05-04,1,5.6,4.0,6.333333333333333,14.142857142857142,19.0
336021,ab agarkar,wankhede stadium,kolkata knight riders,mumbai indians,2008-05-16,15,9.8,11.0,8.0,9.8,5.0
336027,ab agarkar,eden gardens,kolkata knight riders,rajasthan royals,2008-05-20,5,8.6,5.0,9.75,9.0,7.0
392184,ab agarkar,newlands,kolkata knight riders,deccan chargers,2009-04-19,7,9.6,4.0,7.5,8.714285714285714,1.0
392190,ab agarkar,newlands,kolkata knight riders,rajasthan royals,2009-04-23,1,5.8,4.0,9.75,7.75,6.0
392199,ab agarkar,kingsmead,kolkata knight riders,royal challengers bangalore,2009-04-29,6,6.8,9.5,6.0,7.555555555555555,39.0
392219,ab agarkar,new wanderers stadium,kolkata knight riders,delhi daredevils,2009-05-10,39,11.6,39.0,28.0,10.7,13.0
