career_avg,recent_3_avg,recent_5_avg,recent_10_avg,strike_rate,boundary_ratio,consistency_score,momentum,venue_adjusted_runs,pvt_avg,experience_log,target_next_runs
81.5,81.5,81.5,81.5,100.0,0.16666666666666666,0.7464235491951684,0.0,0.2366215344938749,20.833333333333332,1.0986122886681098,24.0
25.0,25.0,25.0,25.0,84.44444444444444,0.08695652173913043,1.2896718331491273,0.0,1.7983236621534493,40.25,1.0986122886681098,0.0
4.0,4.0,4.0,4.0,66.66666666666666,0.0,0.0,0.0,0.18929722759509993,8.666666666666666,0.6931471805599453,42.0
9.0,9.0,9.0,9.0,100.0,0.14285714285714285,1.3519899434010134,0.0,0.6152159896840748,13.0,1.0986122886681098,16.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.852941176470587,0.6931471805599453,66.0
1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.04732430689877498,3.3333333333333335,0.6931471805599453,1.0
10.0,10.0,10.0,10.0,0.0,0.0,0.6604088253131131,0.0,0.0,0.0,1.0986122886681098,0.0
14.0,14.0,14.0,14.0,140.0,0.18181818181818182,0.0,0.0,0.6625402965828497,8.0,0.6931471805599453,8.0
6.0,6.0,6.0,6.0,85.71428571428571,0.125,0.0,0.0,0.2839458413926499,5.5,0.6931471805599453,36.0
12.0,12.0,12.0,12.0,40.0,0.027777777777777776,3.134446499564897,0.0,0.6625402965828497,32.7,1.0986122886681098,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.6931471805599453,2.0
10.0,10.0,10.0,10.0,58.82352941176471,0.05555555555555555,0.0,0.0,0.4732430689877498,20.833333333333332,0.6931471805599453,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6931471805599453,12.0
14.0,14.0,14.0,14.0,100.0,0.06666666666666667,0.0,0.0,0.6625402965828497,24.8,0.6931471805599453,14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6931471805599453,16.0
