match_id,batsman,runs,career_avg_runs,recent_form,venue,venue_avg_runs,opponent,opponent_avg,recent_form_5,matches_played,run_consistency,fifty_rate,next_match_runs
336016,A Kumble,0,2.3333333333333335,2.3333333333333335,"Punjab Cricket Association Stadium, Mohali",0.0,Kings XI Punjab,2.25,1.5,2,2.1213203435596424,0.0,8.0
336023,A Kumble,8,2.3333333333333335,2.3333333333333335,Sawai Mansingh Stadium,8.0,Rajasthan Royals,8.0,3.6666666666666665,3,4.041451884327381,0.0,2.0
336029,A Kumble,2,2.3333333333333335,2.3333333333333335,"MA Chidambaram Stadium, Chepauk",2.0,Chennai Super Kings,1.5,3.25,4,3.403429642777023,0.0,1.0
392185,A Kumble,1,2.3333333333333335,2.8,St George's Park,4.0,Chennai Super Kings,1.5,2.8,5,3.1144823004794877,0.0,1.0
392188,A Kumble,1,2.3333333333333335,2.4,Newlands,1.0,Deccan Chargers,1.3333333333333333,2.4,6,2.8809720581775866,0.0,5.0
392191,A Kumble,5,2.3333333333333335,3.4,Kingsmead,3.0,Kings XI Punjab,2.25,3.4,7,2.7945525240230875,0.0,1.0
392204,A Kumble,1,2.3333333333333335,2.0,Kingsmead,3.0,Kings XI Punjab,2.25,2.0,8,2.669269563007828,0.0,7.0
392218,A Kumble,7,2.3333333333333335,3.0,St George's Park,4.0,Mumbai Indians,3.0,3.0,9,2.891558595482912,0.0,1.0
392239,A Kumble,1,2.3333333333333335,3.0,New Wanderers Stadium,1.0,Deccan Chargers,1.3333333333333333,3.0,10,2.8067379246694513,0.0,1.0
419128,A Kumble,1,2.3333333333333335,3.0,M Chinnaswamy Stadium,1.6666666666666667,Delhi Daredevils,1.0,3.0,11,2.8693785622209793,0.0,1.0
419140,A Kumble,1,2.3333333333333335,2.2,Feroz Shah Kotla,1.0,Delhi Daredevils,1.0,2.2,12,2.780887148615228,0.0,2.0
419151,A Kumble,2,2.3333333333333335,2.4,"Vidarbha Cricket Association Stadium, Jamtha",2.0,Deccan Chargers,1.3333333333333333,2.4,13,2.097617696340303,0.0,1.0
419157,A Kumble,1,2.3333333333333335,1.2,M Chinnaswamy Stadium,1.6666666666666667,Mumbai Indians,3.0,1.2,14,2.131770260709264,0.0,1.0
1304050,A Manohar,15,15.4,15.4,"Wankhede Stadium, Mumbai",5.666666666666667,Lucknow Super Giants,9.0,15.0,1,17.577621226000705,0.0,1.0
1304056,A Manohar,1,15.4,15.4,"Maharashtra Cricket Association Stadium, Pune",6.5,Delhi Capitals,11.666666666666666,8.0,2,9.899494936611665,0.0,35.0
1304067,A Manohar,35,15.4,15.4,"Dr DY Patil Sports Academy, Mumbai",26.666666666666668,Sunrisers Hyderabad,17.5,17.0,3,17.08800749063506,0.0,43.0
1304070,A Manohar,43,15.4,15.4,"Dr DY Patil Sports Academy, Mumbai",26.666666666666668,Rajasthan Royals,23.666666666666668,23.5,4,19.070046320517072,0.0,12.0
1304075,A Manohar,12,15.4,21.2,"Maharashtra Cricket Association Stadium, Pune",6.5,Chennai Super Kings,12.0,21.2,5,17.297398648351724,0.0,2.0
1304081,A Manohar,2,15.4,18.6,"Dr DY Patil Sports Academy, Mumbai",26.666666666666668,Kolkata Knight Riders,8.0,18.6,6,17.34358671094304,0.0,0.0
1304086,A Manohar,0,15.4,18.4,"Wankhede Stadium, Mumbai",5.666666666666667,Sunrisers Hyderabad,17.5,18.4,7,17.232306315533652,0.0,14.0
1359487,A Manohar,14,15.4,14.2,"Narendra Modi Stadium, Ahmedabad",23.4,Kolkata Knight Riders,8.0,14.2,8,15.96200846653435,0.0,27.0
1359497,A Manohar,27,15.4,11.0,"Narendra Modi Stadium, Ahmedabad",23.4,Rajasthan Royals,23.666666666666668,11.0,9,15.436248824691113,0.0,3.0
1359504,A Manohar,3,15.4,9.2,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3.0,Lucknow Super Giants,9.0,9.2,10,15.171610915712865,0.0,42.0
1359509,A Manohar,42,15.4,17.2,"Narendra Modi Stadium, Ahmedabad",23.4,Mumbai Indians,22.0,17.2,11,17.374630291830034,0.0,26.0
1359518,A Manohar,26,15.4,22.4,"Narendra Modi Stadium, Ahmedabad",23.4,Delhi Capitals,11.666666666666666,22.4,12,16.4465464122073,0.0,2.0
1359531,A Manohar,2,15.4,20.0,"Wankhede Stadium, Mumbai",5.666666666666667,Mumbai Indians,22.0,20.0,13,16.50218840706354,0.0,1.0
1426262,A Manohar,1,15.4,14.8,"Sawai Mansingh Stadium, Jaipur",1.0,Rajasthan Royals,23.666666666666668,14.8,14,14.387108426952544,0.0,8.0
336015,A Mishra,4,6.927272727272728,6.927272727272728,Sawai Mansingh Stadium,12.5,Rajasthan Royals,4.285714285714286,4.0,1,17.577621226000705,0.0,31.0
336017,A Mishra,31,6.927272727272728,6.927272727272728,Eden Gardens,10.2,Kolkata Knight Riders,7.75,17.5,2,19.091883092036785,0.0,2.0
336038,A Mishra,2,6.927272727272728,6.927272727272728,Wankhede Stadium,7.0,Rajasthan Royals,4.285714285714286,12.333333333333334,3,16.19670748434179,0.0,0.0
392198,A Mishra,0,6.927272727272728,6.927272727272728,SuperSport Park,4.333333333333333,Rajasthan Royals,4.285714285714286,9.25,4,14.591664287073858,0.0,11.0
392206,A Mishra,11,6.927272727272728,9.6,New Wanderers Stadium,11.0,Chennai Super Kings,7.25,9.6,5,12.660963628413123,0.0,2.0
392223,A Mishra,2,6.927272727272728,9.2,Kingsmead,2.0,Deccan Chargers,1.5,9.2,6,11.74166370948626,0.0,13.0
392235,A Mishra,13,6.927272727272728,5.6,SuperSport Park,4.333333333333333,Mumbai Indians,8.8,5.6,7,10.862780491200215,0.0,0.0
392237,A Mishra,0,6.927272727272728,5.2,SuperSport Park,4.333333333333333,Deccan Chargers,1.5,5.2,8,10.548358030653734,0.0,3.0
419114,A Mishra,3,6.927272727272728,5.8,Feroz Shah Kotla,7.0,Mumbai Indians,8.8,5.8,9,10.0,0.0,6.0
